,Player_x,Team_x,Number_x,Position_x,Height_x,Weight,Last Attended,Country,links,Game Date,Matchup,W/L,MIN,PTS,Player_y,Team_y,Number_y,Position_y,Height_y
144,MalikMonk,LAL,11.0,G,6-3,200 lbs,Kentucky,USA,https://www.nba.com/player/1628370/malik-monk,"MAY 11, 2021",CHA vs. DEN,L,18,8,,,,,
145,MosesMoody,GSW,4.0,G,6-5,211 lbs,Arkansas,USA,https://www.nba.com/player/1630541/moses-moody,No data,No data,No data,No data,No data,,,,,
146,MosesMoody,GSW,4.0,G,6-5,211 lbs,Arkansas,USA,https://www.nba.com/player/1630541/moses-moody,No data,No data,No data,No data,No data,,,,,
147,MosesMoody,GSW,4.0,G,6-5,211 lbs,Arkansas,USA,https://www.nba.com/player/1630541/moses-moody,No data,No data,No data,No data,No data,,,,,
148,MosesMoody,GSW,4.0,G,6-5,211 lbs,Arkansas,USA,https://www.nba.com/player/1630541/moses-moody,No data,No data,No data,No data,No data,,,,,
149,MosesMoody,GSW,4.0,G,6-5,211 lbs,Arkansas,USA,https://www.nba.com/player/1630541/moses-moody,No data,No data,No data,No data,No data,,,,,
150,E'TwaunMoore,PHX,55.0,G,6-3,191 lbs,Purdue,USA,https://www.nba.com/player/202734/etwaun-moore,"JUN 30, 2021",PHX @ LAC,W,2,2,,,,,
151,E'TwaunMoore,PHX,55.0,G,6-3,191 lbs,Purdue,USA,https://www.nba.com/player/202734/etwaun-moore,"JUN 24, 2021",PHX @ LAC,L,5,2,,,,,
152,E'TwaunMoore,PHX,55.0,G,6-3,191 lbs,Purdue,USA,https://www.nba.com/player/202734/etwaun-moore,"JUN 22, 2021",PHX vs. LAC,W,11,2,,,,,
153,E'TwaunMoore,PHX,55.0,G,6-3,191 lbs,Purdue,USA,https://www.nba.com/player/202734/etwaun-moore,"JUN 20, 2021",PHX vs. LAC,W,11,0,,,,,
154,E'TwaunMoore,PHX,55.0,G,6-3,191 lbs,Purdue,USA,https://www.nba.com/player/202734/etwaun-moore,"JUN 09, 2021",PHX vs. DEN,W,6,7,,,,,
155,JaMorant,MEM,12.0,G,6-3,174 lbs,Murray State,USA,https://www.nba.com/player/1629630/ja-morant,"JUN 02, 2021",MEM @ UTA,L,40,27,,,,,
156,JaMorant,MEM,12.0,G,6-3,174 lbs,Murray State,USA,https://www.nba.com/player/1629630/ja-morant,"MAY 31, 2021",MEM vs. UTA,L,43,23,,,,,
157,JaMorant,MEM,12.0,G,6-3,174 lbs,Murray State,USA,https://www.nba.com/player/1629630/ja-morant,"MAY 29, 2021",MEM vs. UTA,L,40,28,,,,,
158,JaMorant,MEM,12.0,G,6-3,174 lbs,Murray State,USA,https://www.nba.com/player/1629630/ja-morant,"MAY 26, 2021",MEM @ UTA,L,43,47,,,,,
159,JaMorant,MEM,12.0,G,6-3,174 lbs,Murray State,USA,https://www.nba.com/player/1629630/ja-morant,"MAY 23, 2021",MEM @ UTA,W,36,26,,,,,
160,JuwanMorgan,UTA,16.0,F,6-7,232 lbs,Indiana,USA,https://www.nba.com/player/1629752/juwan-morgan,"JUN 12, 2021",UTA @ LAC,L,3,0,,,,,
161,JuwanMorgan,UTA,16.0,F,6-7,232 lbs,Indiana,USA,https://www.nba.com/player/1629752/juwan-morgan,"JUN 02, 2021",UTA vs. MEM,W,2,0,,,,,
162,JuwanMorgan,UTA,16.0,F,6-7,232 lbs,Indiana,USA,https://www.nba.com/player/1629752/juwan-morgan,"MAY 16, 2021",UTA @ SAC,W,3,0,,,,,
163,JuwanMorgan,UTA,16.0,F,6-7,232 lbs,Indiana,USA,https://www.nba.com/player/1629752/juwan-morgan,"MAY 14, 2021",UTA @ OKC,W,7,2,,,,,
164,JuwanMorgan,UTA,16.0,F,6-7,232 lbs,Indiana,USA,https://www.nba.com/player/1629752/juwan-morgan,"MAY 05, 2021",UTA vs. SAS,W,8,0,,,,,
165,MarkieffMorris,MIA,8.0,F,6-9,245 lbs,Kansas,USA,https://www.nba.com/player/202693/markieff-morris,"JUN 03, 2021",LAL vs. PHX,L,16,2,,,,,
166,MarkieffMorris,MIA,8.0,F,6-9,245 lbs,Kansas,USA,https://www.nba.com/player/202693/markieff-morris,"JUN 01, 2021",LAL @ PHX,L,10,4,,,,,
167,MarkieffMorris,MIA,8.0,F,6-9,245 lbs,Kansas,USA,https://www.nba.com/player/202693/markieff-morris,"MAY 30, 2021",LAL vs. PHX,L,8,3,,,,,
168,MarkieffMorris,MIA,8.0,F,6-9,245 lbs,Kansas,USA,https://www.nba.com/player/202693/markieff-morris,"MAY 25, 2021",LAL @ PHX,W,4,0,,,,,
169,MarkieffMorris,MIA,8.0,F,6-9,245 lbs,Kansas,USA,https://www.nba.com/player/202693/markieff-morris,"MAY 12, 2021",LAL vs. HOU,W,23,14,,,,,
170,MonteMorris,DEN,11.0,G,6-2,183 lbs,Iowa State,USA,https://www.nba.com/player/1628420/monte-morris,"JUN 13, 2021",DEN vs. PHX,L,35,19,,,,,
171,MonteMorris,DEN,11.0,G,6-2,183 lbs,Iowa State,USA,https://www.nba.com/player/1628420/monte-morris,"JUN 11, 2021",DEN vs. PHX,L,30,21,,,,,
172,MonteMorris,DEN,11.0,G,6-2,183 lbs,Iowa State,USA,https://www.nba.com/player/1628420/monte-morris,"JUN 09, 2021",DEN @ PHX,L,22,3,,,,,
173,MonteMorris,DEN,11.0,G,6-2,183 lbs,Iowa State,USA,https://www.nba.com/player/1628420/monte-morris,"JUN 07, 2021",DEN @ PHX,L,23,2,,,,,
174,MonteMorris,DEN,11.0,G,6-2,183 lbs,Iowa State,USA,https://www.nba.com/player/1628420/monte-morris,"JUN 03, 2021",DEN @ POR,W,33,22,,,,,
175,MarcusMorris Sr.,LAC,8.0,F,6-8,218 lbs,Kansas,USA,https://www.nba.com/player/202694/marcus-morris-sr,"JUN 30, 2021",LAC vs. PHX,L,42,26,,,,,
176,MarcusMorris Sr.,LAC,8.0,F,6-8,218 lbs,Kansas,USA,https://www.nba.com/player/202694/marcus-morris-sr,"JUN 28, 2021",LAC @ PHX,W,39,22,,,,,
177,MarcusMorris Sr.,LAC,8.0,F,6-8,218 lbs,Kansas,USA,https://www.nba.com/player/202694/marcus-morris-sr,"JUN 26, 2021",LAC vs. PHX,L,22,4,,,,,
178,MarcusMorris Sr.,LAC,8.0,F,6-8,218 lbs,Kansas,USA,https://www.nba.com/player/202694/marcus-morris-sr,"JUN 24, 2021",LAC vs. PHX,W,24,8,,,,,
179,MarcusMorris Sr.,LAC,8.0,F,6-8,218 lbs,Kansas,USA,https://www.nba.com/player/202694/marcus-morris-sr,"JUN 22, 2021",LAC @ PHX,L,25,7,,,,,
180,MychalMulder,GSW,15.0,G,6-3,184 lbs,Kentucky,Canada,https://www.nba.com/player/1628539/mychal-mulder,"MAY 21, 2021",GSW vs. MEM,L,9,4,,,,,
181,MychalMulder,GSW,15.0,G,6-3,184 lbs,Kentucky,Canada,https://www.nba.com/player/1628539/mychal-mulder,"MAY 19, 2021",GSW @ LAL,L,22,5,,,,,
182,MychalMulder,GSW,15.0,G,6-3,184 lbs,Kentucky,Canada,https://www.nba.com/player/1628539/mychal-mulder,"MAY 16, 2021",GSW vs. MEM,W,15,0,,,,,
183,MychalMulder,GSW,15.0,G,6-3,184 lbs,Kentucky,Canada,https://www.nba.com/player/1628539/mychal-mulder,"MAY 14, 2021",GSW vs. NOP,W,34,28,,,,,
184,MychalMulder,GSW,15.0,G,6-3,184 lbs,Kentucky,Canada,https://www.nba.com/player/1628539/mychal-mulder,"MAY 11, 2021",GSW vs. PHX,W,21,5,,,,,
185,TreyMurphy III,NOP,,F,6-8,206 lbs,Virginia,USA,https://www.nba.com/player/1630530/trey-murphy-iii,No data,No data,No data,No data,No data,,,,,
186,TreyMurphy III,NOP,,F,6-8,206 lbs,Virginia,USA,https://www.nba.com/player/1630530/trey-murphy-iii,No data,No data,No data,No data,No data,,,,,
187,TreyMurphy III,NOP,,F,6-8,206 lbs,Virginia,USA,https://www.nba.com/player/1630530/trey-murphy-iii,No data,No data,No data,No data,No data,,,,,
188,TreyMurphy III,NOP,,F,6-8,206 lbs,Virginia,USA,https://www.nba.com/player/1630530/trey-murphy-iii,No data,No data,No data,No data,No data,,,,,
189,TreyMurphy III,NOP,,F,6-8,206 lbs,Virginia,USA,https://www.nba.com/player/1630530/trey-murphy-iii,No data,No data,No data,No data,No data,,,,,
190,DejounteMurray,SAS,5.0,G,6-4,180 lbs,Washington,USA,https://www.nba.com/player/1627749/dejounte-murray,"MAY 19, 2021",SAS @ MEM,L,39,10,,,,,
191,DejounteMurray,SAS,5.0,G,6-4,180 lbs,Washington,USA,https://www.nba.com/player/1627749/dejounte-murray,"MAY 16, 2021",SAS vs. PHX,L,30,6,,,,,
192,DejounteMurray,SAS,5.0,G,6-4,180 lbs,Washington,USA,https://www.nba.com/player/1627749/dejounte-murray,"MAY 13, 2021",SAS @ NYK,L,35,14,,,,,
193,DejounteMurray,SAS,5.0,G,6-4,180 lbs,Washington,USA,https://www.nba.com/player/1627749/dejounte-murray,"MAY 12, 2021",SAS @ BKN,L,32,15,,,,,
194,DejounteMurray,SAS,5.0,G,6-4,180 lbs,Washington,USA,https://www.nba.com/player/1627749/dejounte-murray,"MAY 10, 2021",SAS vs. MIL,W,35,21,,,,,
195,JamalMurray,DEN,27.0,G,6-3,215 lbs,Kentucky,Canada,https://www.nba.com/player/1627750/jamal-murray,"APR 12, 2021",DEN @ GSW,L,33,17,,,,,
196,JamalMurray,DEN,27.0,G,6-3,215 lbs,Kentucky,Canada,https://www.nba.com/player/1627750/jamal-murray,"APR 04, 2021",DEN vs. ORL,W,37,22,,,,,
197,JamalMurray,DEN,27.0,G,6-3,215 lbs,Kentucky,Canada,https://www.nba.com/player/1627750/jamal-murray,"APR 01, 2021",DEN @ LAC,W,39,23,,,,,
198,JamalMurray,DEN,27.0,G,6-3,215 lbs,Kentucky,Canada,https://www.nba.com/player/1627750/jamal-murray,"MAR 30, 2021",DEN vs. PHI,W,38,30,,,,,
199,JamalMurray,DEN,27.0,G,6-3,215 lbs,Kentucky,Canada,https://www.nba.com/player/1627750/jamal-murray,"MAR 28, 2021",DEN vs. ATL,W,31,17,,,,,
200,MikeMuscala,OKC,33.0,F-C,6-10,240 lbs,Bucknell,USA,https://www.nba.com/player/203488/mike-muscala,"MAR 14, 2021",OKC vs. MEM,W,12,8,,,,,
201,MikeMuscala,OKC,33.0,F-C,6-10,240 lbs,Bucknell,USA,https://www.nba.com/player/203488/mike-muscala,"MAR 04, 2021",OKC @ SAS,W,23,18,,,,,
202,MikeMuscala,OKC,33.0,F-C,6-10,240 lbs,Bucknell,USA,https://www.nba.com/player/203488/mike-muscala,"MAR 03, 2021",OKC @ DAL,L,14,0,,,,,
203,MikeMuscala,OKC,33.0,F-C,6-10,240 lbs,Bucknell,USA,https://www.nba.com/player/203488/mike-muscala,"FEB 27, 2021",OKC vs. DEN,L,15,8,,,,,
204,MikeMuscala,OKC,33.0,F-C,6-10,240 lbs,Bucknell,USA,https://www.nba.com/player/203488/mike-muscala,"FEB 26, 2021",OKC vs. ATL,W,16,10,,,,,
205,SviMykhailiuk,TOR,14.0,G-F,6-7,205 lbs,Kansas,Ukraine,https://www.nba.com/player/1629004/svi-mykhailiuk,"MAY 14, 2021",OKC vs. UTA,L,26,19,,,,,
206,SviMykhailiuk,TOR,14.0,G-F,6-7,205 lbs,Kansas,Ukraine,https://www.nba.com/player/1629004/svi-mykhailiuk,"MAY 11, 2021",OKC @ SAC,L,23,14,,,,,
207,SviMykhailiuk,TOR,14.0,G-F,6-7,205 lbs,Kansas,Ukraine,https://www.nba.com/player/1629004/svi-mykhailiuk,"MAY 09, 2021",OKC @ SAC,L,24,14,,,,,
208,SviMykhailiuk,TOR,14.0,G-F,6-7,205 lbs,Kansas,Ukraine,https://www.nba.com/player/1629004/svi-mykhailiuk,"MAY 08, 2021",OKC @ GSW,L,25,17,,,,,
209,SviMykhailiuk,TOR,14.0,G-F,6-7,205 lbs,Kansas,Ukraine,https://www.nba.com/player/1629004/svi-mykhailiuk,"MAY 04, 2021",OKC vs. SAC,L,18,7,,,,,
210,AbdelNader,PHX,11.0,F,6-5,225 lbs,Iowa State,Egypt,https://www.nba.com/player/1627846/abdel-nader,"JUL 11, 2021",PHX @ MIL,L,7,0,,,,,
211,AbdelNader,PHX,11.0,F,6-5,225 lbs,Iowa State,Egypt,https://www.nba.com/player/1627846/abdel-nader,"JUL 08, 2021",PHX vs. MIL,W,1,0,,,,,
212,AbdelNader,PHX,11.0,F,6-5,225 lbs,Iowa State,Egypt,https://www.nba.com/player/1627846/abdel-nader,"JUN 30, 2021",PHX @ LAC,W,6,0,,,,,
213,AbdelNader,PHX,11.0,F,6-5,225 lbs,Iowa State,Egypt,https://www.nba.com/player/1627846/abdel-nader,"JUN 28, 2021",PHX vs. LAC,L,9,4,,,,,
214,AbdelNader,PHX,11.0,F,6-5,225 lbs,Iowa State,Egypt,https://www.nba.com/player/1627846/abdel-nader,"JUN 26, 2021",PHX @ LAC,W,5,0,,,,,
215,LarryNance Jr.,POR,22.0,F-C,6-7,245 lbs,Wyoming,USA,https://www.nba.com/player/1626204/larry-nance-jr,"APR 25, 2021",CLE @ WAS,L,23,5,,,,,
216,LarryNance Jr.,POR,22.0,F-C,6-7,245 lbs,Wyoming,USA,https://www.nba.com/player/1626204/larry-nance-jr,"APR 23, 2021",CLE @ CHA,L,27,5,,,,,
217,LarryNance Jr.,POR,22.0,F-C,6-7,245 lbs,Wyoming,USA,https://www.nba.com/player/1626204/larry-nance-jr,"APR 21, 2021",CLE vs. CHI,W,22,10,,,,,
218,LarryNance Jr.,POR,22.0,F-C,6-7,245 lbs,Wyoming,USA,https://www.nba.com/player/1626204/larry-nance-jr,"APR 17, 2021",CLE @ CHI,L,27,7,,,,,
219,LarryNance Jr.,POR,22.0,F-C,6-7,245 lbs,Wyoming,USA,https://www.nba.com/player/1626204/larry-nance-jr,"APR 15, 2021",CLE vs. GSW,L,24,3,,,,,
220,AaronNesmith,BOS,26.0,G-F,6-5,215 lbs,Vanderbilt,USA,https://www.nba.com/player/1630174/aaron-nesmith,"JUN 01, 2021",BOS @ BKN,L,12,0,,,,,
221,AaronNesmith,BOS,26.0,G-F,6-5,215 lbs,Vanderbilt,USA,https://www.nba.com/player/1630174/aaron-nesmith,"MAY 30, 2021",BOS vs. BKN,L,19,11,,,,,
222,AaronNesmith,BOS,26.0,G-F,6-5,215 lbs,Vanderbilt,USA,https://www.nba.com/player/1630174/aaron-nesmith,"MAY 28, 2021",BOS vs. BKN,W,9,0,,,,,
223,AaronNesmith,BOS,26.0,G-F,6-5,215 lbs,Vanderbilt,USA,https://www.nba.com/player/1630174/aaron-nesmith,"MAY 25, 2021",BOS @ BKN,L,19,0,,,,,
224,AaronNesmith,BOS,26.0,G-F,6-5,215 lbs,Vanderbilt,USA,https://www.nba.com/player/1630174/aaron-nesmith,"MAY 22, 2021",BOS @ BKN,L,17,5,,,,,
225,RaulNeto,WAS,19.0,G,6-1,180 lbs,Murcia,Brazil,https://www.nba.com/player/203526/raul-neto,"JUN 02, 2021",WAS @ PHI,L,30,8,,,,,
226,RaulNeto,WAS,19.0,G,6-1,180 lbs,Murcia,Brazil,https://www.nba.com/player/203526/raul-neto,"MAY 31, 2021",WAS vs. PHI,W,22,11,,,,,
227,RaulNeto,WAS,19.0,G,6-1,180 lbs,Murcia,Brazil,https://www.nba.com/player/203526/raul-neto,"MAY 29, 2021",WAS vs. PHI,L,20,2,,,,,
228,RaulNeto,WAS,19.0,G,6-1,180 lbs,Murcia,Brazil,https://www.nba.com/player/203526/raul-neto,"MAY 26, 2021",WAS @ PHI,L,19,4,,,,,
229,RaulNeto,WAS,19.0,G,6-1,180 lbs,Murcia,Brazil,https://www.nba.com/player/203526/raul-neto,"MAY 23, 2021",WAS @ PHI,L,22,7,,,,,
230,GeorgesNiang,PHI,31.0,F,6-7,230 lbs,Iowa State,USA,https://www.nba.com/player/1627777/georges-niang,"JUN 18, 2021",UTA @ LAC,L,5,0,,,,,
231,GeorgesNiang,PHI,31.0,F,6-7,230 lbs,Iowa State,USA,https://www.nba.com/player/1627777/georges-niang,"JUN 16, 2021",UTA vs. LAC,L,9,2,,,,,
232,GeorgesNiang,PHI,31.0,F,6-7,230 lbs,Iowa State,USA,https://www.nba.com/player/1627777/georges-niang,"JUN 14, 2021",UTA @ LAC,L,13,0,,,,,
233,GeorgesNiang,PHI,31.0,F,6-7,230 lbs,Iowa State,USA,https://www.nba.com/player/1627777/georges-niang,"JUN 12, 2021",UTA @ LAC,L,11,0,,,,,
234,GeorgesNiang,PHI,31.0,F,6-7,230 lbs,Iowa State,USA,https://www.nba.com/player/1627777/georges-niang,"JUN 10, 2021",UTA vs. LAC,W,9,0,,,,,
235,DaishenNix,HOU,,G,6-3,226 lbs,NBA G League Ignite,USA,https://www.nba.com/player/1630227/daishen-nix,No data,No data,No data,No data,No data,,,,,
236,DaishenNix,HOU,,G,6-3,226 lbs,NBA G League Ignite,USA,https://www.nba.com/player/1630227/daishen-nix,No data,No data,No data,No data,No data,,,,,
237,DaishenNix,HOU,,G,6-3,226 lbs,NBA G League Ignite,USA,https://www.nba.com/player/1630227/daishen-nix,No data,No data,No data,No data,No data,,,,,
238,DaishenNix,HOU,,G,6-3,226 lbs,NBA G League Ignite,USA,https://www.nba.com/player/1630227/daishen-nix,No data,No data,No data,No data,No data,,,,,
239,DaishenNix,HOU,,G,6-3,226 lbs,NBA G League Ignite,USA,https://www.nba.com/player/1630227/daishen-nix,No data,No data,No data,No data,No data,,,,,
240,ZekeNnaji,DEN,22.0,F-C,6-9,240 lbs,Arizona,USA,https://www.nba.com/player/1630192/zeke-nnaji,"JUN 11, 2021",DEN vs. PHX,L,1,3,,,,,
241,ZekeNnaji,DEN,22.0,F-C,6-9,240 lbs,Arizona,USA,https://www.nba.com/player/1630192/zeke-nnaji,"JUN 09, 2021",DEN @ PHX,L,6,6,,,,,
242,ZekeNnaji,DEN,22.0,F-C,6-9,240 lbs,Arizona,USA,https://www.nba.com/player/1630192/zeke-nnaji,"JUN 07, 2021",DEN @ PHX,L,2,3,,,,,
243,ZekeNnaji,DEN,22.0,F-C,6-9,240 lbs,Arizona,USA,https://www.nba.com/player/1630192/zeke-nnaji,"MAY 29, 2021",DEN @ POR,L,5,0,,,,,
244,ZekeNnaji,DEN,22.0,F-C,6-9,240 lbs,Arizona,USA,https://www.nba.com/player/1630192/zeke-nnaji,"MAY 24, 2021",DEN vs. POR,W,3,0,,,,,
245,NerlensNoel,NYK,3.0,C-F,6-11,220 lbs,Kentucky,USA,https://www.nba.com/player/203457/nerlens-noel,"JUN 02, 2021",NYK vs. ATL,L,16,2,,,,,
246,NerlensNoel,NYK,3.0,C-F,6-11,220 lbs,Kentucky,USA,https://www.nba.com/player/203457/nerlens-noel,"MAY 30, 2021",NYK @ ATL,L,15,1,,,,,
247,NerlensNoel,NYK,3.0,C-F,6-11,220 lbs,Kentucky,USA,https://www.nba.com/player/203457/nerlens-noel,"MAY 28, 2021",NYK @ ATL,L,22,12,,,,,
248,NerlensNoel,NYK,3.0,C-F,6-11,220 lbs,Kentucky,USA,https://www.nba.com/player/203457/nerlens-noel,"MAY 26, 2021",NYK vs. ATL,W,17,2,,,,,
249,NerlensNoel,NYK,3.0,C-F,6-11,220 lbs,Kentucky,USA,https://www.nba.com/player/203457/nerlens-noel,"MAY 23, 2021",NYK vs. ATL,L,24,6,,,,,
250,JaylenNowell,MIN,4.0,G,6-4,201 lbs,Washington,USA,https://www.nba.com/player/1629669/jaylen-nowell,"MAY 15, 2021",MIN vs. BOS,L,11,7,,,,,
251,JaylenNowell,MIN,4.0,G,6-4,201 lbs,Washington,USA,https://www.nba.com/player/1629669/jaylen-nowell,"MAY 11, 2021",MIN @ DET,W,3,3,,,,,
252,JaylenNowell,MIN,4.0,G,6-4,201 lbs,Washington,USA,https://www.nba.com/player/1629669/jaylen-nowell,"MAY 09, 2021",MIN @ ORL,W,25,8,,,,,
253,JaylenNowell,MIN,4.0,G,6-4,201 lbs,Washington,USA,https://www.nba.com/player/1629669/jaylen-nowell,"MAY 07, 2021",MIN @ MIA,L,7,0,,,,,
254,JaylenNowell,MIN,4.0,G,6-4,201 lbs,Washington,USA,https://www.nba.com/player/1629669/jaylen-nowell,"APR 14, 2021",MIN vs. MIL,L,10,0,,,,,
255,KendrickNunn,LAL,12.0,G,6-2,190 lbs,Oakland,USA,https://www.nba.com/player/1629134/kendrick-nunn,"MAY 29, 2021",MIA vs. MIL,L,28,18,,,,,
256,KendrickNunn,LAL,12.0,G,6-2,190 lbs,Oakland,USA,https://www.nba.com/player/1629134/kendrick-nunn,"MAY 27, 2021",MIA vs. MIL,L,17,4,,,,,
257,KendrickNunn,LAL,12.0,G,6-2,190 lbs,Oakland,USA,https://www.nba.com/player/1629134/kendrick-nunn,"MAY 24, 2021",MIA @ MIL,L,25,9,,,,,
258,KendrickNunn,LAL,12.0,G,6-2,190 lbs,Oakland,USA,https://www.nba.com/player/1629134/kendrick-nunn,"MAY 22, 2021",MIA @ MIL,L,23,10,,,,,
259,KendrickNunn,LAL,12.0,G,6-2,190 lbs,Oakland,USA,https://www.nba.com/player/1629134/kendrick-nunn,"MAY 15, 2021",MIA @ MIL,L,37,31,,,,,
260,JamesNunnally,NOP,21.0,F,6-7,205 lbs,California-Santa Barbara,USA,https://www.nba.com/player/203263/james-nunnally,"MAY 16, 2021",NOP vs. LAL,L,6,0,,,,,
261,JamesNunnally,NOP,21.0,F,6-7,205 lbs,California-Santa Barbara,USA,https://www.nba.com/player/203263/james-nunnally,"MAY 14, 2021",NOP @ GSW,L,1,0,,,,,
262,JamesNunnally,NOP,21.0,F,6-7,205 lbs,California-Santa Barbara,USA,https://www.nba.com/player/203263/james-nunnally,"MAY 12, 2021",NOP @ DAL,L,4,3,,,,,
263,JamesNunnally,NOP,21.0,F,6-7,205 lbs,California-Santa Barbara,USA,https://www.nba.com/player/203263/james-nunnally,"MAY 04, 2021",NOP vs. GSW,W,9,0,,,,,
264,JamesNunnally,NOP,21.0,F,6-7,205 lbs,California-Santa Barbara,USA,https://www.nba.com/player/203263/james-nunnally,"MAY 03, 2021",NOP vs. GSW,L,2,1,,,,,
265,JusufNurkic,POR,27.0,C,6-11,290 lbs,Cedevita,Bosnia and Herzegovina,https://www.nba.com/player/203994/jusuf-nurkic,"JUN 03, 2021",POR vs. DEN,L,33,13,,,,,
266,JusufNurkic,POR,27.0,C,6-11,290 lbs,Cedevita,Bosnia and Herzegovina,https://www.nba.com/player/203994/jusuf-nurkic,"JUN 01, 2021",POR @ DEN,L,24,13,,,,,
267,JusufNurkic,POR,27.0,C,6-11,290 lbs,Cedevita,Bosnia and Herzegovina,https://www.nba.com/player/203994/jusuf-nurkic,"MAY 29, 2021",POR vs. DEN,W,27,17,,,,,
268,JusufNurkic,POR,27.0,C,6-11,290 lbs,Cedevita,Bosnia and Herzegovina,https://www.nba.com/player/203994/jusuf-nurkic,"MAY 27, 2021",POR vs. DEN,L,32,13,,,,,
269,JusufNurkic,POR,27.0,C,6-11,290 lbs,Cedevita,Bosnia and Herzegovina,https://www.nba.com/player/203994/jusuf-nurkic,"MAY 24, 2021",POR @ DEN,L,25,7,,,,,
270,DavidNwaba,HOU,2.0,G-F,6-5,219 lbs,Cal Poly,USA,https://www.nba.com/player/1628021/david-nwaba,"MAR 14, 2021",HOU vs. BOS,L,19,3,,,,,
271,DavidNwaba,HOU,2.0,G-F,6-5,219 lbs,Cal Poly,USA,https://www.nba.com/player/1628021/david-nwaba,"MAR 12, 2021",HOU @ UTA,L,18,10,,,,,
272,DavidNwaba,HOU,2.0,G-F,6-5,219 lbs,Cal Poly,USA,https://www.nba.com/player/1628021/david-nwaba,"FEB 28, 2021",HOU vs. MEM,L,23,11,,,,,
273,DavidNwaba,HOU,2.0,G-F,6-5,219 lbs,Cal Poly,USA,https://www.nba.com/player/1628021/david-nwaba,"FEB 26, 2021",HOU @ TOR,L,15,8,,,,,
274,DavidNwaba,HOU,2.0,G-F,6-5,219 lbs,Cal Poly,USA,https://www.nba.com/player/1628021/david-nwaba,"FEB 24, 2021",HOU @ CLE,L,17,12,,,,,
275,JordanNwora,MIL,13.0,F,6-8,225 lbs,Louisville,USA,https://www.nba.com/player/1629670/jordan-nwora,"JUL 11, 2021",MIL vs. PHX,W,1,3,,,,,
276,JordanNwora,MIL,13.0,F,6-8,225 lbs,Louisville,USA,https://www.nba.com/player/1629670/jordan-nwora,"JUN 29, 2021",MIL @ ATL,L,4,4,,,,,
277,JordanNwora,MIL,13.0,F,6-8,225 lbs,Louisville,USA,https://www.nba.com/player/1629670/jordan-nwora,"JUN 25, 2021",MIL vs. ATL,W,12,3,,,,,
278,JordanNwora,MIL,13.0,F,6-8,225 lbs,Louisville,USA,https://www.nba.com/player/1629670/jordan-nwora,"MAY 27, 2021",MIL @ MIA,W,5,0,,,,,
279,JordanNwora,MIL,13.0,F,6-8,225 lbs,Louisville,USA,https://www.nba.com/player/1629670/jordan-nwora,"MAY 24, 2021",MIL vs. MIA,W,8,5,,,,,
280,RoyceO'Neale,UTA,23.0,F,6-4,226 lbs,Baylor,USA,https://www.nba.com/player/1626220/royce-oneale,"JUN 18, 2021",UTA @ LAC,L,42,21,,,,,
281,RoyceO'Neale,UTA,23.0,F,6-4,226 lbs,Baylor,USA,https://www.nba.com/player/1626220/royce-oneale,"JUN 16, 2021",UTA vs. LAC,L,41,12,,,,,
282,RoyceO'Neale,UTA,23.0,F,6-4,226 lbs,Baylor,USA,https://www.nba.com/player/1626220/royce-oneale,"JUN 14, 2021",UTA @ LAC,L,37,8,,,,,
283,RoyceO'Neale,UTA,23.0,F,6-4,226 lbs,Baylor,USA,https://www.nba.com/player/1626220/royce-oneale,"JUN 12, 2021",UTA @ LAC,L,35,12,,,,,
284,RoyceO'Neale,UTA,23.0,F,6-4,226 lbs,Baylor,USA,https://www.nba.com/player/1626220/royce-oneale,"JUN 10, 2021",UTA vs. LAC,W,41,8,,,,,
285,SemiOjeleye,MIL,37.0,F,6-6,240 lbs,Southern Methodist,USA,https://www.nba.com/player/1628400/semi-ojeleye,"MAY 30, 2021",BOS vs. BKN,L,5,1,,,,,
286,SemiOjeleye,MIL,37.0,F,6-6,240 lbs,Southern Methodist,USA,https://www.nba.com/player/1628400/semi-ojeleye,"MAY 25, 2021",BOS @ BKN,L,7,0,,,,,
287,SemiOjeleye,MIL,37.0,F,6-6,240 lbs,Southern Methodist,USA,https://www.nba.com/player/1628400/semi-ojeleye,"MAY 18, 2021",BOS vs. WAS,W,8,0,,,,,
288,SemiOjeleye,MIL,37.0,F,6-6,240 lbs,Southern Methodist,USA,https://www.nba.com/player/1628400/semi-ojeleye,"MAY 16, 2021",BOS @ NYK,L,16,5,,,,,
289,SemiOjeleye,MIL,37.0,F,6-6,240 lbs,Southern Methodist,USA,https://www.nba.com/player/1628400/semi-ojeleye,"MAY 15, 2021",BOS @ MIN,W,24,6,,,,,
290,JahlilOkafor,BKN,13.0,C-F,6-10,270 lbs,Duke,USA,https://www.nba.com/player/1626143/jahlil-okafor,"MAY 16, 2021",DET vs. MIA,L,24,7,,,,,
291,JahlilOkafor,BKN,13.0,C-F,6-10,270 lbs,Duke,USA,https://www.nba.com/player/1626143/jahlil-okafor,"MAY 14, 2021",DET vs. DEN,L,22,13,,,,,
292,JahlilOkafor,BKN,13.0,C-F,6-10,270 lbs,Duke,USA,https://www.nba.com/player/1626143/jahlil-okafor,"MAY 11, 2021",DET vs. MIN,L,15,4,,,,,
