,Player_x,Team_x,Number_x,Position_x,Height_x,Weight,Last Attended,Country,links,Game Date,Matchup,W/L,MIN,PTS,Player_y,Team_y,Number_y,Position_y,Height_y
12,JaValeMcGee,PHX,34.0,C-F,7-0,270 lbs,Nevada-Reno,USA,https://www.nba.com/player/201580/javale-mcgee,"JUN 01, 2021",DEN vs. POR,W,0,0,,,,,
13,JaValeMcGee,PHX,34.0,C-F,7-0,270 lbs,Nevada-Reno,USA,https://www.nba.com/player/201580/javale-mcgee,"MAY 29, 2021",DEN @ POR,L,7,0,,,,,
14,JaValeMcGee,PHX,34.0,C-F,7-0,270 lbs,Nevada-Reno,USA,https://www.nba.com/player/201580/javale-mcgee,"MAY 16, 2021",DEN @ POR,L,15,9,,,,,
15,RodneyMcGruder,DET,17.0,G,6-4,205 lbs,Kansas State,USA,https://www.nba.com/player/203585/rodney-mcgruder,"MAR 26, 2021",DET vs. BKN,L,16,7,,,,,
16,RodneyMcGruder,DET,17.0,G,6-4,205 lbs,Kansas State,USA,https://www.nba.com/player/203585/rodney-mcgruder,"MAR 15, 2021",DET vs. SAS,L,25,13,,,,,
17,RodneyMcGruder,DET,17.0,G,6-4,205 lbs,Kansas State,USA,https://www.nba.com/player/203585/rodney-mcgruder,"MAR 13, 2021",DET @ BKN,L,28,10,,,,,
18,RodneyMcGruder,DET,17.0,G,6-4,205 lbs,Kansas State,USA,https://www.nba.com/player/203585/rodney-mcgruder,"MAR 11, 2021",DET @ CHA,L,10,4,,,,,
19,RodneyMcGruder,DET,17.0,G,6-4,205 lbs,Kansas State,USA,https://www.nba.com/player/203585/rodney-mcgruder,"MAR 04, 2021",DET @ NYK,L,19,13,,,,,
20,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,PreciousAchiuwa,TOR,5.0,F,6-8
21,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,StevenAdams,MEM,12.0,C,6-11
22,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,BamAdebayo,MIA,13.0,C-F,6-9
23,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,SantiAldama,MEM,,F-C,6-11
24,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,LaMarcusAldridge,BKN,21.0,C-F,6-11
25,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,NickeilAlexander-Walker,NOP,6.0,G,6-6
26,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,GraysonAllen,MIL,3.0,G,6-4
27,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,JarrettAllen,CLE,31.0,C,6-11
28,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,JoseAlvarado,NOP,,G,6-0
29,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,Al-FarouqAminu,SAS,5.0,F,6-8
30,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,KyleAnderson,MEM,1.0,F-G,6-9
31,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,GiannisAntetokounmpo,MIL,34.0,F,6-11
32,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,ThanasisAntetokounmpo,MIL,43.0,F,6-6
33,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,CarmeloAnthony,LAL,7.0,F,6-7
34,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,ColeAnthony,ORL,50.0,G,6-2
35,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,OGAnunoby,TOR,3.0,F,6-7
36,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,RyanArcidiacono,CHI,51.0,G,6-3
37,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,TrevorAriza,LAL,1.0,F,6-8
38,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,D.J.Augustin,HOU,14.0,G,5-11
39,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,DeniAvdija,WAS,9.0,F,6-9
40,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,JoelAyayi,LAL,,G,6-5
41,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,DeandreAyton,PHX,22.0,C,6-11
42,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,UdokaAzubuike,UTA,20.0,C-F,6-10
43,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,DwayneBacon,NYK,8.0,G-F,6-6
44,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,MarvinBagley III,SAC,35.0,F,6-11
45,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,LaMeloBall,CHA,2.0,G,6-6
46,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,LonzoBall,CHI,2.0,G,6-6
47,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,MoBamba,ORL,5.0,C,7-0
48,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,DesmondBane,MEM,22.0,G,6-5
49,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,DalanoBanton,TOR,,F,6-9
50,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,HarrisonBarnes,SAC,40.0,F,6-8
51,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,ScottieBarnes,TOR,,F,6-7
52,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,RJBarrett,NYK,9.0,F-G,6-6
53,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,WillBarton,DEN,5.0,G,6-6
54,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,CharlesBassey,PHI,,C-F,6-10
55,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,KeitaBates-Diop,SAS,31.0,F,6-8
56,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,NicolasBatum,LAC,33.0,G-F,6-8
57,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,KentBazemore,LAL,9.0,G-F,6-4
58,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,DariusBazley,OKC,7.0,F-G,6-8
59,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,BradleyBeal,WAS,3.0,G,6-3
60,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,MalikBeasley,MIN,5.0,G,6-4
61,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,JuhannBegarin,BOS,,G,6-5
62,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,DeAndre'Bembry,BKN,95.0,G-F,6-5
63,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,DavisBertans,WAS,42.0,F,6-10
64,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,PatrickBeverley,MIN,21.0,G,6-1
65,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,SaddiqBey,DET,41.0,F,6-7
66,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,TylerBey,HOU,2.0,F,6-7
67,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,KhemBirch,TOR,24.0,C,6-9
68,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,GogaBitadze,IND,88.0,C-F,6-11
69,JaQuoriMcLaughlin,DAL,,G,6-4,190 lbs,California-Santa Barbara,USA,https://www.nba.com/player/1630605/jaquori-mclaughlin,,,,,,NemanjaBjelica,GSW,8.0,F,6-10
70,JordanMcLaughlin,MIN,6.0,G,5-11,185 lbs,Southern California,USA,https://www.nba.com/player/1629162/jordan-mclaughlin,"MAY 16, 2021",MIN vs. DAL,W,11,7,,,,,
71,JordanMcLaughlin,MIN,6.0,G,5-11,185 lbs,Southern California,USA,https://www.nba.com/player/1629162/jordan-mclaughlin,"MAY 15, 2021",MIN vs. BOS,L,15,4,,,,,
72,JordanMcLaughlin,MIN,6.0,G,5-11,185 lbs,Southern California,USA,https://www.nba.com/player/1629162/jordan-mclaughlin,"MAY 13, 2021",MIN vs. DEN,L,14,6,,,,,
73,JordanMcLaughlin,MIN,6.0,G,5-11,185 lbs,Southern California,USA,https://www.nba.com/player/1629162/jordan-mclaughlin,"MAY 11, 2021",MIN @ DET,W,18,7,,,,,
74,JordanMcLaughlin,MIN,6.0,G,5-11,185 lbs,Southern California,USA,https://www.nba.com/player/1629162/jordan-mclaughlin,"MAY 09, 2021",MIN @ ORL,W,25,7,,,,,
75,BenMcLemore,POR,7.0,G,6-3,195 lbs,Kansas,USA,https://www.nba.com/player/203463/ben-mclemore,"JUN 03, 2021",LAL vs. PHX,L,1,0,,,,,
76,BenMcLemore,POR,7.0,G,6-3,195 lbs,Kansas,USA,https://www.nba.com/player/203463/ben-mclemore,"JUN 01, 2021",LAL @ PHX,L,16,0,,,,,
77,BenMcLemore,POR,7.0,G,6-3,195 lbs,Kansas,USA,https://www.nba.com/player/203463/ben-mclemore,"MAY 30, 2021",LAL vs. PHX,L,16,6,,,,,
78,BenMcLemore,POR,7.0,G,6-3,195 lbs,Kansas,USA,https://www.nba.com/player/203463/ben-mclemore,"MAY 27, 2021",LAL vs. PHX,W,4,0,,,,,
79,BenMcLemore,POR,7.0,G,6-3,195 lbs,Kansas,USA,https://www.nba.com/player/203463/ben-mclemore,"MAY 16, 2021",LAL @ NOP,W,1,0,,,,,
80,NicoloMelli,DAL,44.0,F,6-9,236 lbs,Fenerbahce,Italy,https://www.nba.com/player/1629740/nicolo-melli,"MAY 30, 2021",DAL vs. LAC,L,4,0,,,,,
81,NicoloMelli,DAL,44.0,F,6-9,236 lbs,Fenerbahce,Italy,https://www.nba.com/player/1629740/nicolo-melli,"MAY 25, 2021",DAL @ LAC,W,6,0,,,,,
82,NicoloMelli,DAL,44.0,F,6-9,236 lbs,Fenerbahce,Italy,https://www.nba.com/player/1629740/nicolo-melli,"MAY 22, 2021",DAL @ LAC,W,9,0,,,,,
83,NicoloMelli,DAL,44.0,F,6-9,236 lbs,Fenerbahce,Italy,https://www.nba.com/player/1629740/nicolo-melli,"MAY 16, 2021",DAL @ MIN,L,15,10,,,,,
84,NicoloMelli,DAL,44.0,F,6-9,236 lbs,Fenerbahce,Italy,https://www.nba.com/player/1629740/nicolo-melli,"MAY 14, 2021",DAL vs. TOR,W,21,6,,,,,
85,De'AnthonyMelton,MEM,0.0,G,6-2,200 lbs,Southern California,USA,https://www.nba.com/player/1629001/deanthony-melton,"JUN 02, 2021",MEM @ UTA,L,17,6,,,,,
86,De'AnthonyMelton,MEM,0.0,G,6-2,200 lbs,Southern California,USA,https://www.nba.com/player/1629001/deanthony-melton,"MAY 31, 2021",MEM vs. UTA,L,23,15,,,,,
87,De'AnthonyMelton,MEM,0.0,G,6-2,200 lbs,Southern California,USA,https://www.nba.com/player/1629001/deanthony-melton,"MAY 29, 2021",MEM vs. UTA,L,13,3,,,,,
88,De'AnthonyMelton,MEM,0.0,G,6-2,200 lbs,Southern California,USA,https://www.nba.com/player/1629001/deanthony-melton,"MAY 26, 2021",MEM @ UTA,L,17,7,,,,,
89,De'AnthonyMelton,MEM,0.0,G,6-2,200 lbs,Southern California,USA,https://www.nba.com/player/1629001/deanthony-melton,"MAY 23, 2021",MEM @ UTA,W,13,0,,,,,
90,SamMerrill,MEM,15.0,G,6-4,205 lbs,Utah State,USA,https://www.nba.com/player/1630241/sam-merrill,"JUL 11, 2021",MIL vs. PHX,W,1,0,,,,,
91,SamMerrill,MEM,15.0,G,6-4,205 lbs,Utah State,USA,https://www.nba.com/player/1630241/sam-merrill,"JUN 29, 2021",MIL @ ATL,L,4,0,,,,,
92,SamMerrill,MEM,15.0,G,6-4,205 lbs,Utah State,USA,https://www.nba.com/player/1630241/sam-merrill,"JUN 25, 2021",MIL vs. ATL,W,4,2,,,,,
93,SamMerrill,MEM,15.0,G,6-4,205 lbs,Utah State,USA,https://www.nba.com/player/1630241/sam-merrill,"JUN 13, 2021",MIL vs. BKN,W,2,0,,,,,
94,SamMerrill,MEM,15.0,G,6-4,205 lbs,Utah State,USA,https://www.nba.com/player/1630241/sam-merrill,"JUN 07, 2021",MIL @ BKN,L,6,0,,,,,
95,ChimezieMetu,SAC,25.0,F-C,6-9,225 lbs,Southern California,USA,https://www.nba.com/player/1629002/chimezie-metu,"MAY 16, 2021",SAC vs. UTA,L,32,8,,,,,
96,ChimezieMetu,SAC,25.0,F-C,6-9,225 lbs,Southern California,USA,https://www.nba.com/player/1629002/chimezie-metu,"MAY 14, 2021",SAC @ MEM,L,22,15,,,,,
97,ChimezieMetu,SAC,25.0,F-C,6-9,225 lbs,Southern California,USA,https://www.nba.com/player/1629002/chimezie-metu,"MAY 13, 2021",SAC @ MEM,L,34,17,,,,,
98,ChimezieMetu,SAC,25.0,F-C,6-9,225 lbs,Southern California,USA,https://www.nba.com/player/1629002/chimezie-metu,"MAY 11, 2021",SAC vs. OKC,W,29,11,,,,,
99,ChimezieMetu,SAC,25.0,F-C,6-9,225 lbs,Southern California,USA,https://www.nba.com/player/1629002/chimezie-metu,"MAY 09, 2021",SAC vs. OKC,W,27,13,,,,,
100,KhrisMiddleton,MIL,22.0,F,6-7,222 lbs,Texas A&M,USA,https://www.nba.com/player/203114/khris-middleton,"JUL 20, 2021",MIL vs. PHX,W,41,17,,,,,
101,KhrisMiddleton,MIL,22.0,F,6-7,222 lbs,Texas A&M,USA,https://www.nba.com/player/203114/khris-middleton,"JUL 17, 2021",MIL @ PHX,W,44,29,,,,,
102,KhrisMiddleton,MIL,22.0,F,6-7,222 lbs,Texas A&M,USA,https://www.nba.com/player/203114/khris-middleton,"JUL 14, 2021",MIL vs. PHX,W,43,40,,,,,
103,KhrisMiddleton,MIL,22.0,F,6-7,222 lbs,Texas A&M,USA,https://www.nba.com/player/203114/khris-middleton,"JUL 11, 2021",MIL vs. PHX,W,41,18,,,,,
104,KhrisMiddleton,MIL,22.0,F,6-7,222 lbs,Texas A&M,USA,https://www.nba.com/player/203114/khris-middleton,"JUL 08, 2021",MIL @ PHX,L,41,11,,,,,
105,PattyMills,BKN,8.0,G,6-1,180 lbs,St.Mary's College of California,Australia,https://www.nba.com/player/201988/patty-mills,"MAY 19, 2021",SAS @ MEM,L,30,9,,,,,
106,PattyMills,BKN,8.0,G,6-1,180 lbs,St.Mary's College of California,Australia,https://www.nba.com/player/201988/patty-mills,"MAY 15, 2021",SAS vs. PHX,L,24,8,,,,,
107,PattyMills,BKN,8.0,G,6-1,180 lbs,St.Mary's College of California,Australia,https://www.nba.com/player/201988/patty-mills,"MAY 13, 2021",SAS @ NYK,L,28,6,,,,,
108,PattyMills,BKN,8.0,G,6-1,180 lbs,St.Mary's College of California,Australia,https://www.nba.com/player/201988/patty-mills,"MAY 12, 2021",SAS @ BKN,L,20,15,,,,,
109,PattyMills,BKN,8.0,G,6-1,180 lbs,St.Mary's College of California,Australia,https://www.nba.com/player/201988/patty-mills,"MAY 10, 2021",SAS vs. MIL,W,23,20,,,,,
110,PaulMillsap,DEN,4.0,F,6-7,257 lbs,Louisiana Tech,USA,https://www.nba.com/player/200794/paul-millsap,"JUN 11, 2021",DEN vs. PHX,L,7,0,,,,,
111,PaulMillsap,DEN,4.0,F,6-7,257 lbs,Louisiana Tech,USA,https://www.nba.com/player/200794/paul-millsap,"JUN 09, 2021",DEN @ PHX,L,12,11,,,,,
112,PaulMillsap,DEN,4.0,F,6-7,257 lbs,Louisiana Tech,USA,https://www.nba.com/player/200794/paul-millsap,"JUN 07, 2021",DEN @ PHX,L,13,9,,,,,
113,PaulMillsap,DEN,4.0,F,6-7,257 lbs,Louisiana Tech,USA,https://www.nba.com/player/200794/paul-millsap,"JUN 03, 2021",DEN @ POR,W,12,2,,,,,
114,PaulMillsap,DEN,4.0,F,6-7,257 lbs,Louisiana Tech,USA,https://www.nba.com/player/200794/paul-millsap,"JUN 01, 2021",DEN vs. POR,W,11,4,,,,,
115,ShakeMilton,PHI,18.0,G-F,6-5,205 lbs,Southern Methodist,USA,https://www.nba.com/player/1629003/shake-milton,"JUN 20, 2021",PHI vs. ATL,L,5,2,,,,,
116,ShakeMilton,PHI,18.0,G-F,6-5,205 lbs,Southern Methodist,USA,https://www.nba.com/player/1629003/shake-milton,"JUN 18, 2021",PHI @ ATL,W,4,0,,,,,
117,ShakeMilton,PHI,18.0,G-F,6-5,205 lbs,Southern Methodist,USA,https://www.nba.com/player/1629003/shake-milton,"JUN 16, 2021",PHI vs. ATL,L,13,5,,,,,
118,ShakeMilton,PHI,18.0,G-F,6-5,205 lbs,Southern Methodist,USA,https://www.nba.com/player/1629003/shake-milton,"JUN 14, 2021",PHI @ ATL,L,15,8,,,,,
119,ShakeMilton,PHI,18.0,G-F,6-5,205 lbs,Southern Methodist,USA,https://www.nba.com/player/1629003/shake-milton,"JUN 11, 2021",PHI @ ATL,W,21,6,,,,,
120,DavionMitchell,SAC,,G,6-0,202 lbs,Baylor,USA,https://www.nba.com/player/1630558/davion-mitchell,No data,No data,No data,No data,No data,,,,,
121,DavionMitchell,SAC,,G,6-0,202 lbs,Baylor,USA,https://www.nba.com/player/1630558/davion-mitchell,No data,No data,No data,No data,No data,,,,,
122,DavionMitchell,SAC,,G,6-0,202 lbs,Baylor,USA,https://www.nba.com/player/1630558/davion-mitchell,No data,No data,No data,No data,No data,,,,,
123,DavionMitchell,SAC,,G,6-0,202 lbs,Baylor,USA,https://www.nba.com/player/1630558/davion-mitchell,No data,No data,No data,No data,No data,,,,,
124,DavionMitchell,SAC,,G,6-0,202 lbs,Baylor,USA,https://www.nba.com/player/1630558/davion-mitchell,No data,No data,No data,No data,No data,,,,,
125,DonovanMitchell,UTA,45.0,G,6-1,215 lbs,Louisville,USA,https://www.nba.com/player/1628378/donovan-mitchell,"JUN 18, 2021",UTA @ LAC,L,40,39,,,,,
126,DonovanMitchell,UTA,45.0,G,6-1,215 lbs,Louisville,USA,https://www.nba.com/player/1628378/donovan-mitchell,"JUN 16, 2021",UTA vs. LAC,L,38,21,,,,,
127,DonovanMitchell,UTA,45.0,G,6-1,215 lbs,Louisville,USA,https://www.nba.com/player/1628378/donovan-mitchell,"JUN 14, 2021",UTA @ LAC,L,40,37,,,,,
128,DonovanMitchell,UTA,45.0,G,6-1,215 lbs,Louisville,USA,https://www.nba.com/player/1628378/donovan-mitchell,"JUN 12, 2021",UTA @ LAC,L,32,30,,,,,
129,DonovanMitchell,UTA,45.0,G,6-1,215 lbs,Louisville,USA,https://www.nba.com/player/1628378/donovan-mitchell,"JUN 10, 2021",UTA vs. LAC,W,39,37,,,,,
130,EvanMobley,CLE,4.0,C,7-0,215 lbs,Southern California,USA,https://www.nba.com/player/1630596/evan-mobley,No data,No data,No data,No data,No data,,,,,
131,EvanMobley,CLE,4.0,C,7-0,215 lbs,Southern California,USA,https://www.nba.com/player/1630596/evan-mobley,No data,No data,No data,No data,No data,,,,,
132,EvanMobley,CLE,4.0,C,7-0,215 lbs,Southern California,USA,https://www.nba.com/player/1630596/evan-mobley,No data,No data,No data,No data,No data,,,,,
133,EvanMobley,CLE,4.0,C,7-0,215 lbs,Southern California,USA,https://www.nba.com/player/1630596/evan-mobley,No data,No data,No data,No data,No data,,,,,
134,EvanMobley,CLE,4.0,C,7-0,215 lbs,Southern California,USA,https://www.nba.com/player/1630596/evan-mobley,No data,No data,No data,No data,No data,,,,,
135,AdamMokoka,CHI,20.0,G,6-4,190 lbs,Mega Basket,France,https://www.nba.com/player/1629690/adam-mokoka,"MAY 15, 2021",CHI @ BKN,L,2,0,,,,,
136,AdamMokoka,CHI,20.0,G,6-4,190 lbs,Mega Basket,France,https://www.nba.com/player/1629690/adam-mokoka,"APR 30, 2021",CHI vs. MIL,L,1,0,,,,,
137,AdamMokoka,CHI,20.0,G,6-4,190 lbs,Mega Basket,France,https://www.nba.com/player/1629690/adam-mokoka,"APR 28, 2021",CHI @ NYK,L,2,0,,,,,
138,AdamMokoka,CHI,20.0,G,6-4,190 lbs,Mega Basket,France,https://www.nba.com/player/1629690/adam-mokoka,"APR 22, 2021",CHI vs. CHA,W,1,0,,,,,
139,AdamMokoka,CHI,20.0,G,6-4,190 lbs,Mega Basket,France,https://www.nba.com/player/1629690/adam-mokoka,"APR 21, 2021",CHI @ CLE,L,3,2,,,,,
140,MalikMonk,LAL,11.0,G,6-3,200 lbs,Kentucky,USA,https://www.nba.com/player/1628370/malik-monk,"MAY 18, 2021",CHA @ IND,L,19,13,,,,,
141,MalikMonk,LAL,11.0,G,6-3,200 lbs,Kentucky,USA,https://www.nba.com/player/1628370/malik-monk,"MAY 16, 2021",CHA @ WAS,L,6,0,,,,,
142,MalikMonk,LAL,11.0,G,6-3,200 lbs,Kentucky,USA,https://www.nba.com/player/1628370/malik-monk,"MAY 15, 2021",CHA @ NYK,L,15,4,,,,,
143,MalikMonk,LAL,11.0,G,6-3,200 lbs,Kentucky,USA,https://www.nba.com/player/1628370/malik-monk,"MAY 13, 2021",CHA vs. LAC,L,14,7,,,,,
