,Player,Team,Number,Position,Height,Weight,Last Attended,Country,links,Game Date,Matchup,W/L,MIN,PTS
11,BamAdebayo,MIA,13.0,C-F,6-9,255 lbs,Kentucky,USA,https://www.nba.com/player/1628389/bam-adebayo,"MAY 27, 2021",MIA vs. MIL,L,32,17
12,BamAdebayo,MIA,13.0,C-F,6-9,255 lbs,Kentucky,USA,https://www.nba.com/player/1628389/bam-adebayo,"MAY 24, 2021",MIA @ MIL,L,29,16
13,BamAdebayo,MIA,13.0,C-F,6-9,255 lbs,Kentucky,USA,https://www.nba.com/player/1628389/bam-adebayo,"MAY 22, 2021",MIA @ MIL,L,41,9
14,BamAdebayo,MIA,13.0,C-F,6-9,255 lbs,Kentucky,USA,https://www.nba.com/player/1628389/bam-adebayo,"MAY 15, 2021",MIA @ MIL,L,33,5
15,SantiAldama,MEM,,F-C,6-11,215 lbs,Loyola-Maryland,Spain,https://www.nba.com/player/1630583/santi-aldama,No data,No data,No data,No data,No data
16,SantiAldama,MEM,,F-C,6-11,215 lbs,Loyola-Maryland,Spain,https://www.nba.com/player/1630583/santi-aldama,No data,No data,No data,No data,No data
17,SantiAldama,MEM,,F-C,6-11,215 lbs,Loyola-Maryland,Spain,https://www.nba.com/player/1630583/santi-aldama,No data,No data,No data,No data,No data
18,SantiAldama,MEM,,F-C,6-11,215 lbs,Loyola-Maryland,Spain,https://www.nba.com/player/1630583/santi-aldama,No data,No data,No data,No data,No data
19,SantiAldama,MEM,,F-C,6-11,215 lbs,Loyola-Maryland,Spain,https://www.nba.com/player/1630583/santi-aldama,No data,No data,No data,No data,No data
20,LaMarcusAldridge,BKN,21.0,C-F,6-11,250 lbs,Texas-Austin,USA,https://www.nba.com/player/200746/lamarcus-aldridge,"APR 10, 2021",BKN vs. LAL,L,23,12
21,LaMarcusAldridge,BKN,21.0,C-F,6-11,250 lbs,Texas-Austin,USA,https://www.nba.com/player/200746/lamarcus-aldridge,"APR 07, 2021",BKN vs. NOP,W,23,22
22,LaMarcusAldridge,BKN,21.0,C-F,6-11,250 lbs,Texas-Austin,USA,https://www.nba.com/player/200746/lamarcus-aldridge,"APR 05, 2021",BKN vs. NYK,W,29,8
23,LaMarcusAldridge,BKN,21.0,C-F,6-11,250 lbs,Texas-Austin,USA,https://www.nba.com/player/200746/lamarcus-aldridge,"APR 04, 2021",BKN @ CHI,L,26,11
24,LaMarcusAldridge,BKN,21.0,C-F,6-11,250 lbs,Texas-Austin,USA,https://www.nba.com/player/200746/lamarcus-aldridge,"APR 01, 2021",BKN vs. CHA,W,30,11
25,NickeilAlexander-Walker,NOP,6.0,G,6-6,205 lbs,Virginia Tech,Canada,https://www.nba.com/player/1629638/nickeil-alexander-walker,"MAY 16, 2021",NOP vs. LAL,L,37,14
26,NickeilAlexander-Walker,NOP,6.0,G,6-6,205 lbs,Virginia Tech,Canada,https://www.nba.com/player/1629638/nickeil-alexander-walker,"MAY 14, 2021",NOP @ GSW,L,40,30
27,NickeilAlexander-Walker,NOP,6.0,G,6-6,205 lbs,Virginia Tech,Canada,https://www.nba.com/player/1629638/nickeil-alexander-walker,"MAY 12, 2021",NOP @ DAL,L,35,13
28,NickeilAlexander-Walker,NOP,6.0,G,6-6,205 lbs,Virginia Tech,Canada,https://www.nba.com/player/1629638/nickeil-alexander-walker,"MAY 10, 2021",NOP @ MEM,L,24,18
29,NickeilAlexander-Walker,NOP,6.0,G,6-6,205 lbs,Virginia Tech,Canada,https://www.nba.com/player/1629638/nickeil-alexander-walker,"MAY 09, 2021",NOP @ CHA,W,21,13
30,GraysonAllen,MIL,3.0,G,6-4,198 lbs,Duke,USA,https://www.nba.com/player/1628960/grayson-allen,"JUN 02, 2021",MEM @ UTA,L,15,2
31,GraysonAllen,MIL,3.0,G,6-4,198 lbs,Duke,USA,https://www.nba.com/player/1628960/grayson-allen,"MAY 31, 2021",MEM vs. UTA,L,29,8
32,GraysonAllen,MIL,3.0,G,6-4,198 lbs,Duke,USA,https://www.nba.com/player/1628960/grayson-allen,"MAY 29, 2021",MEM vs. UTA,L,30,17
33,GraysonAllen,MIL,3.0,G,6-4,198 lbs,Duke,USA,https://www.nba.com/player/1628960/grayson-allen,"MAY 26, 2021",MEM @ UTA,L,19,0
34,GraysonAllen,MIL,3.0,G,6-4,198 lbs,Duke,USA,https://www.nba.com/player/1628960/grayson-allen,"MAY 23, 2021",MEM @ UTA,W,23,5
35,JarrettAllen,CLE,31.0,C,6-11,243 lbs,Texas-Austin,USA,https://www.nba.com/player/1628386/jarrett-allen,"MAY 16, 2021",CLE @ BKN,L,30,9
36,JarrettAllen,CLE,31.0,C,6-11,243 lbs,Texas-Austin,USA,https://www.nba.com/player/1628386/jarrett-allen,"MAY 14, 2021",CLE @ WAS,L,35,18
37,JarrettAllen,CLE,31.0,C,6-11,243 lbs,Texas-Austin,USA,https://www.nba.com/player/1628386/jarrett-allen,"MAY 12, 2021",CLE vs. BOS,W,32,8
38,JarrettAllen,CLE,31.0,C,6-11,243 lbs,Texas-Austin,USA,https://www.nba.com/player/1628386/jarrett-allen,"MAY 10, 2021",CLE vs. IND,L,32,12
39,JarrettAllen,CLE,31.0,C,6-11,243 lbs,Texas-Austin,USA,https://www.nba.com/player/1628386/jarrett-allen,"MAY 09, 2021",CLE vs. DAL,L,26,5
40,JoseAlvarado,NOP,,G,6-0,179 lbs,Georgia Tech,USA,https://www.nba.com/player/1630631/jose-alvarado,No data,No data,No data,No data,No data
41,JoseAlvarado,NOP,,G,6-0,179 lbs,Georgia Tech,USA,https://www.nba.com/player/1630631/jose-alvarado,No data,No data,No data,No data,No data
42,JoseAlvarado,NOP,,G,6-0,179 lbs,Georgia Tech,USA,https://www.nba.com/player/1630631/jose-alvarado,No data,No data,No data,No data,No data
43,JoseAlvarado,NOP,,G,6-0,179 lbs,Georgia Tech,USA,https://www.nba.com/player/1630631/jose-alvarado,No data,No data,No data,No data,No data
44,JoseAlvarado,NOP,,G,6-0,179 lbs,Georgia Tech,USA,https://www.nba.com/player/1630631/jose-alvarado,No data,No data,No data,No data,No data
45,Al-FarouqAminu,SAS,5.0,F,6-8,220 lbs,Wake Forest,USA,https://www.nba.com/player/202329/al-farouq-aminu,"MAY 03, 2021",CHI vs. PHI,L,16,2
46,Al-FarouqAminu,SAS,5.0,F,6-8,220 lbs,Wake Forest,USA,https://www.nba.com/player/202329/al-farouq-aminu,"MAY 01, 2021",CHI @ ATL,L,12,0
47,Al-FarouqAminu,SAS,5.0,F,6-8,220 lbs,Wake Forest,USA,https://www.nba.com/player/202329/al-farouq-aminu,"APR 30, 2021",CHI vs. MIL,L,15,5
48,Al-FarouqAminu,SAS,5.0,F,6-8,220 lbs,Wake Forest,USA,https://www.nba.com/player/202329/al-farouq-aminu,"APR 21, 2021",CHI @ CLE,L,7,0
49,Al-FarouqAminu,SAS,5.0,F,6-8,220 lbs,Wake Forest,USA,https://www.nba.com/player/202329/al-farouq-aminu,"APR 14, 2021",CHI vs. ORL,L,4,0
50,KyleAnderson,MEM,1.0,F-G,6-9,230 lbs,UCLA,USA,https://www.nba.com/player/203937/kyle-anderson,"JUN 02, 2021",MEM @ UTA,L,18,2
51,KyleAnderson,MEM,1.0,F-G,6-9,230 lbs,UCLA,USA,https://www.nba.com/player/203937/kyle-anderson,"MAY 31, 2021",MEM vs. UTA,L,24,4
52,KyleAnderson,MEM,1.0,F-G,6-9,230 lbs,UCLA,USA,https://www.nba.com/player/203937/kyle-anderson,"MAY 29, 2021",MEM vs. UTA,L,32,11
53,KyleAnderson,MEM,1.0,F-G,6-9,230 lbs,UCLA,USA,https://www.nba.com/player/203937/kyle-anderson,"MAY 26, 2021",MEM @ UTA,L,36,11
54,KyleAnderson,MEM,1.0,F-G,6-9,230 lbs,UCLA,USA,https://www.nba.com/player/203937/kyle-anderson,"MAY 23, 2021",MEM @ UTA,W,31,14
55,GiannisAntetokounmpo,MIL,34.0,F,6-11,242 lbs,Filathlitikos,Greece,https://www.nba.com/player/203507/giannis-antetokounmpo,"JUL 20, 2021",MIL vs. PHX,W,42,50
56,GiannisAntetokounmpo,MIL,34.0,F,6-11,242 lbs,Filathlitikos,Greece,https://www.nba.com/player/203507/giannis-antetokounmpo,"JUL 17, 2021",MIL @ PHX,W,41,32
57,GiannisAntetokounmpo,MIL,34.0,F,6-11,242 lbs,Filathlitikos,Greece,https://www.nba.com/player/203507/giannis-antetokounmpo,"JUL 14, 2021",MIL vs. PHX,W,43,26
58,GiannisAntetokounmpo,MIL,34.0,F,6-11,242 lbs,Filathlitikos,Greece,https://www.nba.com/player/203507/giannis-antetokounmpo,"JUL 11, 2021",MIL vs. PHX,W,38,41
59,GiannisAntetokounmpo,MIL,34.0,F,6-11,242 lbs,Filathlitikos,Greece,https://www.nba.com/player/203507/giannis-antetokounmpo,"JUL 08, 2021",MIL @ PHX,L,40,42
60,ThanasisAntetokounmpo,MIL,43.0,F,6-6,219 lbs,Panathinaikos,Greece,https://www.nba.com/player/203648/thanasis-antetokounmpo,"JUL 11, 2021",MIL vs. PHX,W,2,0
61,ThanasisAntetokounmpo,MIL,43.0,F,6-6,219 lbs,Panathinaikos,Greece,https://www.nba.com/player/203648/thanasis-antetokounmpo,"JUL 03, 2021",MIL @ ATL,W,1,0
62,ThanasisAntetokounmpo,MIL,43.0,F,6-6,219 lbs,Panathinaikos,Greece,https://www.nba.com/player/203648/thanasis-antetokounmpo,"JUL 01, 2021",MIL vs. ATL,W,3,0
63,ThanasisAntetokounmpo,MIL,43.0,F,6-6,219 lbs,Panathinaikos,Greece,https://www.nba.com/player/203648/thanasis-antetokounmpo,"JUN 29, 2021",MIL @ ATL,L,4,2
64,ThanasisAntetokounmpo,MIL,43.0,F,6-6,219 lbs,Panathinaikos,Greece,https://www.nba.com/player/203648/thanasis-antetokounmpo,"JUN 27, 2021",MIL @ ATL,W,0,0
65,CarmeloAnthony,LAL,7.0,F,6-7,238 lbs,Syracuse,USA,https://www.nba.com/player/2546/carmelo-anthony,"JUN 03, 2021",POR vs. DEN,L,23,14
66,CarmeloAnthony,LAL,7.0,F,6-7,238 lbs,Syracuse,USA,https://www.nba.com/player/2546/carmelo-anthony,"JUN 01, 2021",POR @ DEN,L,30,8
67,CarmeloAnthony,LAL,7.0,F,6-7,238 lbs,Syracuse,USA,https://www.nba.com/player/2546/carmelo-anthony,"MAY 29, 2021",POR vs. DEN,W,22,12
68,CarmeloAnthony,LAL,7.0,F,6-7,238 lbs,Syracuse,USA,https://www.nba.com/player/2546/carmelo-anthony,"MAY 27, 2021",POR vs. DEN,L,26,17
69,CarmeloAnthony,LAL,7.0,F,6-7,238 lbs,Syracuse,USA,https://www.nba.com/player/2546/carmelo-anthony,"MAY 24, 2021",POR @ DEN,L,21,5
70,ColeAnthony,ORL,50.0,G,6-2,185 lbs,North Carolina,USA,https://www.nba.com/player/1630175/cole-anthony,"MAY 16, 2021",ORL @ PHI,L,38,37
71,ColeAnthony,ORL,50.0,G,6-2,185 lbs,North Carolina,USA,https://www.nba.com/player/1630175/cole-anthony,"MAY 14, 2021",ORL @ PHI,L,21,11
72,ColeAnthony,ORL,50.0,G,6-2,185 lbs,North Carolina,USA,https://www.nba.com/player/1630175/cole-anthony,"MAY 13, 2021",ORL @ ATL,L,23,12
73,ColeAnthony,ORL,50.0,G,6-2,185 lbs,North Carolina,USA,https://www.nba.com/player/1630175/cole-anthony,"MAY 11, 2021",ORL @ MIL,L,30,18
74,ColeAnthony,ORL,50.0,G,6-2,185 lbs,North Carolina,USA,https://www.nba.com/player/1630175/cole-anthony,"MAY 09, 2021",ORL vs. MIN,L,24,11
75,OGAnunoby,TOR,3.0,F,6-7,232 lbs,Indiana,United Kingdom,https://www.nba.com/player/1628384/og-anunoby,"MAY 01, 2021",TOR @ UTA,L,41,17
76,OGAnunoby,TOR,3.0,F,6-7,232 lbs,Indiana,United Kingdom,https://www.nba.com/player/1628384/og-anunoby,"APR 29, 2021",TOR @ DEN,L,34,25
77,OGAnunoby,TOR,3.0,F,6-7,232 lbs,Indiana,United Kingdom,https://www.nba.com/player/1628384/og-anunoby,"APR 27, 2021",TOR vs. BKN,L,32,21
78,OGAnunoby,TOR,3.0,F,6-7,232 lbs,Indiana,United Kingdom,https://www.nba.com/player/1628384/og-anunoby,"APR 26, 2021",TOR vs. CLE,W,32,20
79,OGAnunoby,TOR,3.0,F,6-7,232 lbs,Indiana,United Kingdom,https://www.nba.com/player/1628384/og-anunoby,"APR 24, 2021",TOR @ NYK,L,39,27
80,RyanArcidiacono,CHI,51.0,G,6-3,195 lbs,Villanova,USA,https://www.nba.com/player/1627853/ryan-arcidiacono,"MAY 16, 2021",CHI vs. MIL,W,17,14
81,RyanArcidiacono,CHI,51.0,G,6-3,195 lbs,Villanova,USA,https://www.nba.com/player/1627853/ryan-arcidiacono,"MAY 15, 2021",CHI @ BKN,L,14,5
82,RyanArcidiacono,CHI,51.0,G,6-3,195 lbs,Villanova,USA,https://www.nba.com/player/1627853/ryan-arcidiacono,"MAY 07, 2021",CHI vs. BOS,W,2,3
83,RyanArcidiacono,CHI,51.0,G,6-3,195 lbs,Villanova,USA,https://www.nba.com/player/1627853/ryan-arcidiacono,"MAY 06, 2021",CHI @ CHA,W,2,0
84,RyanArcidiacono,CHI,51.0,G,6-3,195 lbs,Villanova,USA,https://www.nba.com/player/1627853/ryan-arcidiacono,"MAY 03, 2021",CHI vs. PHI,L,5,0
85,TrevorAriza,LAL,1.0,F,6-8,215 lbs,UCLA,USA,https://www.nba.com/player/2772/trevor-ariza,"MAY 29, 2021",MIA vs. MIL,L,20,11
86,TrevorAriza,LAL,1.0,F,6-8,215 lbs,UCLA,USA,https://www.nba.com/player/2772/trevor-ariza,"MAY 27, 2021",MIA vs. MIL,L,18,0
87,TrevorAriza,LAL,1.0,F,6-8,215 lbs,UCLA,USA,https://www.nba.com/player/2772/trevor-ariza,"MAY 24, 2021",MIA @ MIL,L,19,0
88,TrevorAriza,LAL,1.0,F,6-8,215 lbs,UCLA,USA,https://www.nba.com/player/2772/trevor-ariza,"MAY 22, 2021",MIA @ MIL,L,38,8
89,TrevorAriza,LAL,1.0,F,6-8,215 lbs,UCLA,USA,https://www.nba.com/player/2772/trevor-ariza,"MAY 15, 2021",MIA @ MIL,L,30,11
90,D.J.Augustin,HOU,14.0,G,5-11,183 lbs,Texas-Austin,USA,https://www.nba.com/player/201571/dj-augustin,"MAY 16, 2021",HOU @ ATL,L,22,18
91,D.J.Augustin,HOU,14.0,G,5-11,183 lbs,Texas-Austin,USA,https://www.nba.com/player/201571/dj-augustin,"MAY 14, 2021",HOU vs. LAC,W,30,13
92,D.J.Augustin,HOU,14.0,G,5-11,183 lbs,Texas-Austin,USA,https://www.nba.com/player/201571/dj-augustin,"MAY 12, 2021",HOU @ LAL,L,24,8
93,D.J.Augustin,HOU,14.0,G,5-11,183 lbs,Texas-Austin,USA,https://www.nba.com/player/201571/dj-augustin,"MAY 10, 2021",HOU @ POR,L,25,21
94,D.J.Augustin,HOU,14.0,G,5-11,183 lbs,Texas-Austin,USA,https://www.nba.com/player/201571/dj-augustin,"MAY 08, 2021",HOU @ UTA,L,18,5
95,DeniAvdija,WAS,9.0,F,6-9,210 lbs,Maccabi Tel Aviv,Israel,https://www.nba.com/player/1630166/deni-avdija,"APR 21, 2021",WAS vs. GSW,W,14,6
96,DeniAvdija,WAS,9.0,F,6-9,210 lbs,Maccabi Tel Aviv,Israel,https://www.nba.com/player/1630166/deni-avdija,"APR 19, 2021",WAS vs. OKC,W,26,6
97,DeniAvdija,WAS,9.0,F,6-9,210 lbs,Maccabi Tel Aviv,Israel,https://www.nba.com/player/1630166/deni-avdija,"APR 17, 2021",WAS vs. DET,W,24,3
98,DeniAvdija,WAS,9.0,F,6-9,210 lbs,Maccabi Tel Aviv,Israel,https://www.nba.com/player/1630166/deni-avdija,"APR 16, 2021",WAS vs. NOP,W,20,0
99,DeniAvdija,WAS,9.0,F,6-9,210 lbs,Maccabi Tel Aviv,Israel,https://www.nba.com/player/1630166/deni-avdija,"APR 14, 2021",WAS @ SAC,W,31,11
100,JoelAyayi,LAL,,G,6-5,180 lbs,Gonzaga,France,https://www.nba.com/player/1630555/joel-ayayi,No data,No data,No data,No data,No data
101,JoelAyayi,LAL,,G,6-5,180 lbs,Gonzaga,France,https://www.nba.com/player/1630555/joel-ayayi,No data,No data,No data,No data,No data
102,JoelAyayi,LAL,,G,6-5,180 lbs,Gonzaga,France,https://www.nba.com/player/1630555/joel-ayayi,No data,No data,No data,No data,No data
103,JoelAyayi,LAL,,G,6-5,180 lbs,Gonzaga,France,https://www.nba.com/player/1630555/joel-ayayi,No data,No data,No data,No data,No data
104,JoelAyayi,LAL,,G,6-5,180 lbs,Gonzaga,France,https://www.nba.com/player/1630555/joel-ayayi,No data,No data,No data,No data,No data
105,DeandreAyton,PHX,22.0,C,6-11,250 lbs,Arizona,Bahamas,https://www.nba.com/player/1629028/deandre-ayton,"JUL 20, 2021",PHX @ MIL,L,36,12
106,DeandreAyton,PHX,22.0,C,6-11,250 lbs,Arizona,Bahamas,https://www.nba.com/player/1629028/deandre-ayton,"JUL 17, 2021",PHX vs. MIL,L,45,20
107,DeandreAyton,PHX,22.0,C,6-11,250 lbs,Arizona,Bahamas,https://www.nba.com/player/1629028/deandre-ayton,"JUL 14, 2021",PHX @ MIL,L,39,6
108,DeandreAyton,PHX,22.0,C,6-11,250 lbs,Arizona,Bahamas,https://www.nba.com/player/1629028/deandre-ayton,"JUL 11, 2021",PHX @ MIL,L,24,18
109,DeandreAyton,PHX,22.0,C,6-11,250 lbs,Arizona,Bahamas,https://www.nba.com/player/1629028/deandre-ayton,"JUL 08, 2021",PHX vs. MIL,W,42,10
110,UdokaAzubuike,UTA,20.0,C-F,6-10,280 lbs,Kansas,Nigeria,https://www.nba.com/player/1628962/udoka-azubuike,"JUN 14, 2021",UTA @ LAC,L,1,0
111,UdokaAzubuike,UTA,20.0,C-F,6-10,280 lbs,Kansas,Nigeria,https://www.nba.com/player/1628962/udoka-azubuike,"MAY 16, 2021",UTA @ SAC,W,3,4
112,UdokaAzubuike,UTA,20.0,C-F,6-10,280 lbs,Kansas,Nigeria,https://www.nba.com/player/1628962/udoka-azubuike,"MAY 14, 2021",UTA @ OKC,W,3,0
113,UdokaAzubuike,UTA,20.0,C-F,6-10,280 lbs,Kansas,Nigeria,https://www.nba.com/player/1628962/udoka-azubuike,"MAY 12, 2021",UTA vs. POR,L,2,0
114,UdokaAzubuike,UTA,20.0,C-F,6-10,280 lbs,Kansas,Nigeria,https://www.nba.com/player/1628962/udoka-azubuike,"JAN 29, 2021",UTA vs. DAL,W,3,0
115,DwayneBacon,NYK,8.0,G-F,6-6,221 lbs,Florida State,USA,https://www.nba.com/player/1628407/dwayne-bacon,"MAY 16, 2021",ORL @ PHI,L,27,9
116,DwayneBacon,NYK,8.0,G-F,6-6,221 lbs,Florida State,USA,https://www.nba.com/player/1628407/dwayne-bacon,"MAY 14, 2021",ORL @ PHI,L,22,4
117,DwayneBacon,NYK,8.0,G-F,6-6,221 lbs,Florida State,USA,https://www.nba.com/player/1628407/dwayne-bacon,"MAY 13, 2021",ORL @ ATL,L,20,5
118,DwayneBacon,NYK,8.0,G-F,6-6,221 lbs,Florida State,USA,https://www.nba.com/player/1628407/dwayne-bacon,"MAY 11, 2021",ORL @ MIL,L,26,5
119,DwayneBacon,NYK,8.0,G-F,6-6,221 lbs,Florida State,USA,https://www.nba.com/player/1628407/dwayne-bacon,"MAY 09, 2021",ORL vs. MIN,L,23,18
120,MarvinBagley III,SAC,35.0,F,6-11,235 lbs,Duke,USA,https://www.nba.com/player/1628963/marvin-bagley-iii,"MAY 09, 2021",SAC vs. OKC,W,21,13
121,MarvinBagley III,SAC,35.0,F,6-11,235 lbs,Duke,USA,https://www.nba.com/player/1628963/marvin-bagley-iii,"MAY 07, 2021",SAC vs. SAS,L,19,4
122,MarvinBagley III,SAC,35.0,F,6-11,235 lbs,Duke,USA,https://www.nba.com/player/1628963/marvin-bagley-iii,"MAY 05, 2021",SAC @ IND,W,35,31
123,MarvinBagley III,SAC,35.0,F,6-11,235 lbs,Duke,USA,https://www.nba.com/player/1628963/marvin-bagley-iii,"MAY 04, 2021",SAC @ OKC,W,31,13
124,MarvinBagley III,SAC,35.0,F,6-11,235 lbs,Duke,USA,https://www.nba.com/player/1628963/marvin-bagley-iii,"MAY 02, 2021",SAC @ DAL,W,34,23
125,LaMeloBall,CHA,2.0,G,6-6,180 lbs,Illawarra,USA,https://www.nba.com/player/1630163/lamelo-ball,"MAY 18, 2021",CHA @ IND,L,27,14
126,LaMeloBall,CHA,2.0,G,6-6,180 lbs,Illawarra,USA,https://www.nba.com/player/1630163/lamelo-ball,"MAY 16, 2021",CHA @ WAS,L,33,19
127,LaMeloBall,CHA,2.0,G,6-6,180 lbs,Illawarra,USA,https://www.nba.com/player/1630163/lamelo-ball,"MAY 15, 2021",CHA @ NYK,L,21,8
128,LaMeloBall,CHA,2.0,G,6-6,180 lbs,Illawarra,USA,https://www.nba.com/player/1630163/lamelo-ball,"MAY 13, 2021",CHA vs. LAC,L,31,18
129,LaMeloBall,CHA,2.0,G,6-6,180 lbs,Illawarra,USA,https://www.nba.com/player/1630163/lamelo-ball,"MAY 11, 2021",CHA vs. DEN,L,31,5
130,LonzoBall,CHI,2.0,G,6-6,190 lbs,UCLA,USA,https://www.nba.com/player/1628366/lonzo-ball,"MAY 10, 2021",NOP @ MEM,L,34,12
131,LonzoBall,CHI,2.0,G,6-6,190 lbs,UCLA,USA,https://www.nba.com/player/1628366/lonzo-ball,"MAY 09, 2021",NOP @ CHA,W,30,12
132,LonzoBall,CHI,2.0,G,6-6,190 lbs,UCLA,USA,https://www.nba.com/player/1628366/lonzo-ball,"MAY 07, 2021",NOP @ PHI,L,34,18
133,LonzoBall,CHI,2.0,G,6-6,190 lbs,UCLA,USA,https://www.nba.com/player/1628366/lonzo-ball,"MAY 04, 2021",NOP vs. GSW,W,34,33
134,LonzoBall,CHI,2.0,G,6-6,190 lbs,UCLA,USA,https://www.nba.com/player/1628366/lonzo-ball,"MAY 03, 2021",NOP vs. GSW,L,38,7
135,MoBamba,ORL,5.0,C,7-0,231 lbs,Texas-Austin,USA,https://www.nba.com/player/1628964/mo-bamba,"MAY 16, 2021",ORL @ PHI,L,23,9
136,MoBamba,ORL,5.0,C,7-0,231 lbs,Texas-Austin,USA,https://www.nba.com/player/1628964/mo-bamba,"MAY 14, 2021",ORL @ PHI,L,19,11
137,MoBamba,ORL,5.0,C,7-0,231 lbs,Texas-Austin,USA,https://www.nba.com/player/1628964/mo-bamba,"MAY 09, 2021",ORL vs. MIN,L,20,3
138,MoBamba,ORL,5.0,C,7-0,231 lbs,Texas-Austin,USA,https://www.nba.com/player/1628964/mo-bamba,"MAY 07, 2021",ORL @ CHA,L,34,9
139,MoBamba,ORL,5.0,C,7-0,231 lbs,Texas-Austin,USA,https://www.nba.com/player/1628964/mo-bamba,"MAY 05, 2021",ORL vs. BOS,L,31,19
140,DesmondBane,MEM,22.0,G,6-5,215 lbs,TCU,USA,https://www.nba.com/player/1630217/desmond-bane,"JUN 02, 2021",MEM @ UTA,L,23,5
141,DesmondBane,MEM,22.0,G,6-5,215 lbs,TCU,USA,https://www.nba.com/player/1630217/desmond-bane,"MAY 31, 2021",MEM vs. UTA,L,18,7
142,DesmondBane,MEM,22.0,G,6-5,215 lbs,TCU,USA,https://www.nba.com/player/1630217/desmond-bane,"MAY 29, 2021",MEM vs. UTA,L,16,3
143,DesmondBane,MEM,22.0,G,6-5,215 lbs,TCU,USA,https://www.nba.com/player/1630217/desmond-bane,"MAY 26, 2021",MEM @ UTA,L,24,5
144,DesmondBane,MEM,22.0,G,6-5,215 lbs,TCU,USA,https://www.nba.com/player/1630217/desmond-bane,"MAY 23, 2021",MEM @ UTA,W,18,8
145,DalanoBanton,TOR,,F,6-9,204 lbs,Nebraska,Canada,https://www.nba.com/player/1630625/dalano-banton,No data,No data,No data,No data,No data
146,DalanoBanton,TOR,,F,6-9,204 lbs,Nebraska,Canada,https://www.nba.com/player/1630625/dalano-banton,No data,No data,No data,No data,No data
147,DalanoBanton,TOR,,F,6-9,204 lbs,Nebraska,Canada,https://www.nba.com/player/1630625/dalano-banton,No data,No data,No data,No data,No data
148,DalanoBanton,TOR,,F,6-9,204 lbs,Nebraska,Canada,https://www.nba.com/player/1630625/dalano-banton,No data,No data,No data,No data,No data
149,DalanoBanton,TOR,,F,6-9,204 lbs,Nebraska,Canada,https://www.nba.com/player/1630625/dalano-banton,No data,No data,No data,No data,No data
150,HarrisonBarnes,SAC,40.0,F,6-8,225 lbs,North Carolina,USA,https://www.nba.com/player/203084/harrison-barnes,"APR 26, 2021",SAC vs. DAL,W,24,19
151,HarrisonBarnes,SAC,40.0,F,6-8,225 lbs,North Carolina,USA,https://www.nba.com/player/203084/harrison-barnes,"APR 25, 2021",SAC @ GSW,L,40,23
152,HarrisonBarnes,SAC,40.0,F,6-8,225 lbs,North Carolina,USA,https://www.nba.com/player/203084/harrison-barnes,"APR 21, 2021",SAC vs. MIN,W,38,22
153,HarrisonBarnes,SAC,40.0,F,6-8,225 lbs,North Carolina,USA,https://www.nba.com/player/203084/harrison-barnes,"APR 20, 2021",SAC vs. MIN,L,39,20
154,HarrisonBarnes,SAC,40.0,F,6-8,225 lbs,North Carolina,USA,https://www.nba.com/player/203084/harrison-barnes,"APR 18, 2021",SAC @ DAL,W,36,24
155,ScottieBarnes,TOR,,F,6-7,225 lbs,Florida State,USA,https://www.nba.com/player/1630567/scottie-barnes,No data,No data,No data,No data,No data
