,Player,Team,Number,Position,Height,Weight,Last Attended,Country,links,Game Date,Matchup,W/L,MIN,PTS
32,AnthonyLamb,HOU,33.0,F,6-6,227 lbs,Vermont,USA,https://www.nba.com/player/1630237/anthony-lamb,"MAY 12, 2021",HOU @ LAL,L,34,9
33,AnthonyLamb,HOU,33.0,F,6-6,227 lbs,Vermont,USA,https://www.nba.com/player/1630237/anthony-lamb,"MAY 10, 2021",HOU @ POR,L,11,3
34,AnthonyLamb,HOU,33.0,F,6-6,227 lbs,Vermont,USA,https://www.nba.com/player/1630237/anthony-lamb,"MAY 08, 2021",HOU @ UTA,L,32,3
35,JeremyLamb,IND,26.0,G-F,6-5,180 lbs,Connecticut,USA,https://www.nba.com/player/203087/jeremy-lamb,"APR 18, 2021",IND @ ATL,L,18,7
36,JeremyLamb,IND,26.0,G-F,6-5,180 lbs,Connecticut,USA,https://www.nba.com/player/203087/jeremy-lamb,"APR 16, 2021",IND @ UTA,L,25,12
37,JeremyLamb,IND,26.0,G-F,6-5,180 lbs,Connecticut,USA,https://www.nba.com/player/203087/jeremy-lamb,"APR 14, 2021",IND @ HOU,W,30,18
38,JeremyLamb,IND,26.0,G-F,6-5,180 lbs,Connecticut,USA,https://www.nba.com/player/203087/jeremy-lamb,"APR 13, 2021",IND vs. LAC,L,14,3
39,JeremyLamb,IND,26.0,G-F,6-5,180 lbs,Connecticut,USA,https://www.nba.com/player/203087/jeremy-lamb,"APR 11, 2021",IND @ MEM,W,13,3
40,JockLandale,SAS,,C,6-11,255 lbs,,Australia,https://www.nba.com/player/1629111/jock-landale,No data,No data,No data,No data,No data
41,JockLandale,SAS,,C,6-11,255 lbs,,Australia,https://www.nba.com/player/1629111/jock-landale,No data,No data,No data,No data,No data
42,JockLandale,SAS,,C,6-11,255 lbs,,Australia,https://www.nba.com/player/1629111/jock-landale,No data,No data,No data,No data,No data
43,JockLandale,SAS,,C,6-11,255 lbs,,Australia,https://www.nba.com/player/1629111/jock-landale,No data,No data,No data,No data,No data
44,JockLandale,SAS,,C,6-11,255 lbs,,Australia,https://www.nba.com/player/1629111/jock-landale,No data,No data,No data,No data,No data
45,RomeoLangford,BOS,45.0,G-F,6-4,216 lbs,Indiana,USA,https://www.nba.com/player/1629641/romeo-langford,"JUN 01, 2021",BOS @ BKN,L,38,17
46,RomeoLangford,BOS,45.0,G-F,6-4,216 lbs,Indiana,USA,https://www.nba.com/player/1629641/romeo-langford,"MAY 30, 2021",BOS vs. BKN,L,26,9
47,RomeoLangford,BOS,45.0,G-F,6-4,216 lbs,Indiana,USA,https://www.nba.com/player/1629641/romeo-langford,"MAY 28, 2021",BOS vs. BKN,W,27,6
48,RomeoLangford,BOS,45.0,G-F,6-4,216 lbs,Indiana,USA,https://www.nba.com/player/1629641/romeo-langford,"MAY 25, 2021",BOS @ BKN,L,18,4
49,RomeoLangford,BOS,45.0,G-F,6-4,216 lbs,Indiana,USA,https://www.nba.com/player/1629641/romeo-langford,"MAY 18, 2021",BOS vs. WAS,W,14,3
50,AJLawson,ATL,,G,6-6,179 lbs,South Carolina,Canada,https://www.nba.com/player/1630639/aj-lawson,No data,No data,No data,No data,No data
51,AJLawson,ATL,,G,6-6,179 lbs,South Carolina,Canada,https://www.nba.com/player/1630639/aj-lawson,No data,No data,No data,No data,No data
52,AJLawson,ATL,,G,6-6,179 lbs,South Carolina,Canada,https://www.nba.com/player/1630639/aj-lawson,No data,No data,No data,No data,No data
53,AJLawson,ATL,,G,6-6,179 lbs,South Carolina,Canada,https://www.nba.com/player/1630639/aj-lawson,No data,No data,No data,No data,No data
54,AJLawson,ATL,,G,6-6,179 lbs,South Carolina,Canada,https://www.nba.com/player/1630639/aj-lawson,No data,No data,No data,No data,No data
55,JakeLayman,MIN,10.0,F,6-8,209 lbs,Maryland,USA,https://www.nba.com/player/1627774/jake-layman,"MAY 15, 2021",MIN vs. BOS,L,15,5
56,JakeLayman,MIN,10.0,F,6-8,209 lbs,Maryland,USA,https://www.nba.com/player/1627774/jake-layman,"MAY 11, 2021",MIN @ DET,W,3,0
57,JakeLayman,MIN,10.0,F,6-8,209 lbs,Maryland,USA,https://www.nba.com/player/1627774/jake-layman,"MAY 09, 2021",MIN @ ORL,W,7,5
58,JakeLayman,MIN,10.0,F,6-8,209 lbs,Maryland,USA,https://www.nba.com/player/1627774/jake-layman,"APR 18, 2021",MIN @ LAC,L,4,2
59,JakeLayman,MIN,10.0,F,6-8,209 lbs,Maryland,USA,https://www.nba.com/player/1627774/jake-layman,"APR 16, 2021",MIN vs. MIA,W,5,0
60,CarisLeVert,IND,22.0,G,6-6,205 lbs,Michigan,USA,https://www.nba.com/player/1627747/caris-levert,"MAY 16, 2021",IND @ TOR,W,21,13
61,CarisLeVert,IND,22.0,G,6-6,205 lbs,Michigan,USA,https://www.nba.com/player/1627747/caris-levert,"MAY 15, 2021",IND vs. LAL,L,39,28
62,CarisLeVert,IND,22.0,G,6-6,205 lbs,Michigan,USA,https://www.nba.com/player/1627747/caris-levert,"MAY 11, 2021",IND vs. PHI,W,40,24
63,CarisLeVert,IND,22.0,G,6-6,205 lbs,Michigan,USA,https://www.nba.com/player/1627747/caris-levert,"MAY 10, 2021",IND @ CLE,W,37,20
64,CarisLeVert,IND,22.0,G,6-6,205 lbs,Michigan,USA,https://www.nba.com/player/1627747/caris-levert,"MAY 08, 2021",IND vs. WAS,L,41,35
65,T.J.Leaf,POR,18.0,F,6-10,222 lbs,UCLA,USA,https://www.nba.com/player/1628388/tj-leaf,"JUN 03, 2021",POR vs. DEN,L,1,0
66,T.J.Leaf,POR,18.0,F,6-10,222 lbs,UCLA,USA,https://www.nba.com/player/1628388/tj-leaf,"MAY 29, 2021",POR vs. DEN,W,3,4
67,T.J.Leaf,POR,18.0,F,6-10,222 lbs,UCLA,USA,https://www.nba.com/player/1628388/tj-leaf,"MAY 24, 2021",POR @ DEN,L,4,2
68,T.J.Leaf,POR,18.0,F,6-10,222 lbs,UCLA,USA,https://www.nba.com/player/1628388/tj-leaf,"MAY 16, 2021",POR vs. DEN,W,5,0
69,T.J.Leaf,POR,18.0,F,6-10,222 lbs,UCLA,USA,https://www.nba.com/player/1628388/tj-leaf,"MAY 10, 2021",POR vs. HOU,W,2,0
70,DamionLee,GSW,1.0,G-F,6-5,210 lbs,Drexel,USA,https://www.nba.com/player/1627814/damion-lee,"APR 19, 2021",GSW @ PHI,W,32,12
71,DamionLee,GSW,1.0,G-F,6-5,210 lbs,Drexel,USA,https://www.nba.com/player/1627814/damion-lee,"APR 17, 2021",GSW @ BOS,L,13,2
72,DamionLee,GSW,1.0,G-F,6-5,210 lbs,Drexel,USA,https://www.nba.com/player/1627814/damion-lee,"APR 15, 2021",GSW @ CLE,W,23,11
73,DamionLee,GSW,1.0,G-F,6-5,210 lbs,Drexel,USA,https://www.nba.com/player/1627814/damion-lee,"APR 14, 2021",GSW @ OKC,W,17,9
74,DamionLee,GSW,1.0,G-F,6-5,210 lbs,Drexel,USA,https://www.nba.com/player/1627814/damion-lee,"APR 12, 2021",GSW vs. DEN,W,14,8
75,SabenLee,DET,38.0,G,6-2,183 lbs,Vanderbilt,USA,https://www.nba.com/player/1630240/saben-lee,"MAY 16, 2021",DET vs. MIA,L,28,10
76,SabenLee,DET,38.0,G,6-2,183 lbs,Vanderbilt,USA,https://www.nba.com/player/1630240/saben-lee,"MAY 14, 2021",DET vs. DEN,L,19,0
77,SabenLee,DET,38.0,G,6-2,183 lbs,Vanderbilt,USA,https://www.nba.com/player/1630240/saben-lee,"MAY 11, 2021",DET vs. MIN,L,29,22
78,SabenLee,DET,38.0,G,6-2,183 lbs,Vanderbilt,USA,https://www.nba.com/player/1630240/saben-lee,"MAY 09, 2021",DET vs. CHI,L,32,13
79,SabenLee,DET,38.0,G,6-2,183 lbs,Vanderbilt,USA,https://www.nba.com/player/1630240/saben-lee,"MAY 08, 2021",DET @ PHI,L,11,2
80,AlexLen,SAC,27.0,C,7-0,250 lbs,Maryland,Ukraine,https://www.nba.com/player/203458/alex-len,"JUN 02, 2021",WAS @ PHI,L,2,0
81,AlexLen,SAC,27.0,C,7-0,250 lbs,Maryland,Ukraine,https://www.nba.com/player/203458/alex-len,"MAY 31, 2021",WAS vs. PHI,W,1,0
82,AlexLen,SAC,27.0,C,7-0,250 lbs,Maryland,Ukraine,https://www.nba.com/player/203458/alex-len,"MAY 29, 2021",WAS vs. PHI,L,11,2
83,AlexLen,SAC,27.0,C,7-0,250 lbs,Maryland,Ukraine,https://www.nba.com/player/203458/alex-len,"MAY 26, 2021",WAS @ PHI,L,12,6
84,AlexLen,SAC,27.0,C,7-0,250 lbs,Maryland,Ukraine,https://www.nba.com/player/203458/alex-len,"MAY 23, 2021",WAS @ PHI,L,16,12
85,KawhiLeonard,LAC,2.0,F,6-7,225 lbs,San Diego State,USA,https://www.nba.com/player/202695/kawhi-leonard,"JUN 14, 2021",LAC vs. UTA,W,34,31
86,KawhiLeonard,LAC,2.0,F,6-7,225 lbs,San Diego State,USA,https://www.nba.com/player/202695/kawhi-leonard,"JUN 12, 2021",LAC vs. UTA,W,38,34
87,KawhiLeonard,LAC,2.0,F,6-7,225 lbs,San Diego State,USA,https://www.nba.com/player/202695/kawhi-leonard,"JUN 10, 2021",LAC @ UTA,L,39,21
88,KawhiLeonard,LAC,2.0,F,6-7,225 lbs,San Diego State,USA,https://www.nba.com/player/202695/kawhi-leonard,"JUN 08, 2021",LAC @ UTA,L,36,23
89,KawhiLeonard,LAC,2.0,F,6-7,225 lbs,San Diego State,USA,https://www.nba.com/player/202695/kawhi-leonard,"JUN 06, 2021",LAC vs. DAL,W,42,28
90,ScottieLewis,CHA,,G,6-4,188 lbs,Florida,USA,https://www.nba.com/player/1630575/scottie-lewis,No data,No data,No data,No data,No data
91,ScottieLewis,CHA,,G,6-4,188 lbs,Florida,USA,https://www.nba.com/player/1630575/scottie-lewis,No data,No data,No data,No data,No data
92,ScottieLewis,CHA,,G,6-4,188 lbs,Florida,USA,https://www.nba.com/player/1630575/scottie-lewis,No data,No data,No data,No data,No data
93,ScottieLewis,CHA,,G,6-4,188 lbs,Florida,USA,https://www.nba.com/player/1630575/scottie-lewis,No data,No data,No data,No data,No data
94,ScottieLewis,CHA,,G,6-4,188 lbs,Florida,USA,https://www.nba.com/player/1630575/scottie-lewis,No data,No data,No data,No data,No data
95,KiraLewis Jr.,NOP,13.0,G,6-1,170 lbs,Alabama,USA,https://www.nba.com/player/1630184/kira-lewis-jr,"MAY 16, 2021",NOP vs. LAL,L,26,12
96,KiraLewis Jr.,NOP,13.0,G,6-1,170 lbs,Alabama,USA,https://www.nba.com/player/1630184/kira-lewis-jr,"MAY 14, 2021",NOP @ GSW,L,29,7
97,KiraLewis Jr.,NOP,13.0,G,6-1,170 lbs,Alabama,USA,https://www.nba.com/player/1630184/kira-lewis-jr,"MAY 12, 2021",NOP @ DAL,L,22,13
98,KiraLewis Jr.,NOP,13.0,G,6-1,170 lbs,Alabama,USA,https://www.nba.com/player/1630184/kira-lewis-jr,"MAY 10, 2021",NOP @ MEM,L,19,8
99,KiraLewis Jr.,NOP,13.0,G,6-1,170 lbs,Alabama,USA,https://www.nba.com/player/1630184/kira-lewis-jr,"MAY 09, 2021",NOP @ CHA,W,15,2
100,DamianLillard,POR,0.0,G,6-2,195 lbs,Weber State,USA,https://www.nba.com/player/203081/damian-lillard,"JUN 03, 2021",POR vs. DEN,L,43,28
101,DamianLillard,POR,0.0,G,6-2,195 lbs,Weber State,USA,https://www.nba.com/player/203081/damian-lillard,"JUN 01, 2021",POR @ DEN,L,52,55
102,DamianLillard,POR,0.0,G,6-2,195 lbs,Weber State,USA,https://www.nba.com/player/203081/damian-lillard,"MAY 29, 2021",POR vs. DEN,W,31,10
103,DamianLillard,POR,0.0,G,6-2,195 lbs,Weber State,USA,https://www.nba.com/player/203081/damian-lillard,"MAY 27, 2021",POR vs. DEN,L,40,37
104,DamianLillard,POR,0.0,G,6-2,195 lbs,Weber State,USA,https://www.nba.com/player/203081/damian-lillard,"MAY 24, 2021",POR @ DEN,L,42,42
105,NassirLittle,POR,9.0,F-G,6-5,220 lbs,North Carolina,USA,https://www.nba.com/player/1629642/nassir-little,"JUN 03, 2021",POR vs. DEN,L,1,0
106,NassirLittle,POR,9.0,F-G,6-5,220 lbs,North Carolina,USA,https://www.nba.com/player/1629642/nassir-little,"MAY 29, 2021",POR vs. DEN,W,5,2
107,NassirLittle,POR,9.0,F-G,6-5,220 lbs,North Carolina,USA,https://www.nba.com/player/1629642/nassir-little,"MAY 24, 2021",POR @ DEN,L,4,3
108,NassirLittle,POR,9.0,F-G,6-5,220 lbs,North Carolina,USA,https://www.nba.com/player/1629642/nassir-little,"MAY 16, 2021",POR vs. DEN,W,6,4
109,NassirLittle,POR,9.0,F-G,6-5,220 lbs,North Carolina,USA,https://www.nba.com/player/1629642/nassir-little,"MAY 10, 2021",POR vs. HOU,W,5,0
110,IsaiahLivers,DET,12.0,F,6-6,232 lbs,Michigan,USA,https://www.nba.com/player/1630587/isaiah-livers,No data,No data,No data,No data,No data
111,IsaiahLivers,DET,12.0,F,6-6,232 lbs,Michigan,USA,https://www.nba.com/player/1630587/isaiah-livers,No data,No data,No data,No data,No data
112,IsaiahLivers,DET,12.0,F,6-6,232 lbs,Michigan,USA,https://www.nba.com/player/1630587/isaiah-livers,No data,No data,No data,No data,No data
113,IsaiahLivers,DET,12.0,F,6-6,232 lbs,Michigan,USA,https://www.nba.com/player/1630587/isaiah-livers,No data,No data,No data,No data,No data
114,IsaiahLivers,DET,12.0,F,6-6,232 lbs,Michigan,USA,https://www.nba.com/player/1630587/isaiah-livers,No data,No data,No data,No data,No data
115,KevonLooney,GSW,5.0,F,6-9,222 lbs,UCLA,USA,https://www.nba.com/player/1626172/kevon-looney,"MAY 21, 2021",GSW vs. MEM,L,24,3
116,KevonLooney,GSW,5.0,F,6-9,222 lbs,UCLA,USA,https://www.nba.com/player/1626172/kevon-looney,"MAY 19, 2021",GSW @ LAL,L,20,6
117,KevonLooney,GSW,5.0,F,6-9,222 lbs,UCLA,USA,https://www.nba.com/player/1626172/kevon-looney,"MAY 16, 2021",GSW vs. MEM,W,31,6
118,KevonLooney,GSW,5.0,F,6-9,222 lbs,UCLA,USA,https://www.nba.com/player/1626172/kevon-looney,"MAY 14, 2021",GSW vs. NOP,W,22,7
119,KevonLooney,GSW,5.0,F,6-9,222 lbs,UCLA,USA,https://www.nba.com/player/1626172/kevon-looney,"MAY 11, 2021",GSW vs. PHX,W,24,3
120,BrookLopez,MIL,11.0,C,7-0,282 lbs,Stanford,USA,https://www.nba.com/player/201572/brook-lopez,"JUL 20, 2021",MIL vs. PHX,W,27,10
121,BrookLopez,MIL,11.0,C,7-0,282 lbs,Stanford,USA,https://www.nba.com/player/201572/brook-lopez,"JUL 17, 2021",MIL @ PHX,W,29,9
122,BrookLopez,MIL,11.0,C,7-0,282 lbs,Stanford,USA,https://www.nba.com/player/201572/brook-lopez,"JUL 14, 2021",MIL vs. PHX,W,19,14
123,BrookLopez,MIL,11.0,C,7-0,282 lbs,Stanford,USA,https://www.nba.com/player/201572/brook-lopez,"JUL 11, 2021",MIL vs. PHX,W,21,11
124,BrookLopez,MIL,11.0,C,7-0,282 lbs,Stanford,USA,https://www.nba.com/player/201572/brook-lopez,"JUL 08, 2021",MIL @ PHX,L,28,8
125,RobinLopez,ORL,15.0,C,7-0,281 lbs,Stanford,USA,https://www.nba.com/player/201577/robin-lopez,"JUN 02, 2021",WAS @ PHI,L,17,7
126,RobinLopez,ORL,15.0,C,7-0,281 lbs,Stanford,USA,https://www.nba.com/player/201577/robin-lopez,"MAY 31, 2021",WAS vs. PHI,W,19,16
127,RobinLopez,ORL,15.0,C,7-0,281 lbs,Stanford,USA,https://www.nba.com/player/201577/robin-lopez,"MAY 29, 2021",WAS vs. PHI,L,15,4
128,RobinLopez,ORL,15.0,C,7-0,281 lbs,Stanford,USA,https://www.nba.com/player/201577/robin-lopez,"MAY 26, 2021",WAS @ PHI,L,10,4
129,RobinLopez,ORL,15.0,C,7-0,281 lbs,Stanford,USA,https://www.nba.com/player/201577/robin-lopez,"MAY 23, 2021",WAS @ PHI,L,12,6
130,DidiLouzada,NOP,,G,6-5,188 lbs,Sydney Kings,Brazil,https://www.nba.com/player/1629712/didi-louzada,"MAY 16, 2021",NOP vs. LAL,L,19,0
131,DidiLouzada,NOP,,G,6-5,188 lbs,Sydney Kings,Brazil,https://www.nba.com/player/1629712/didi-louzada,"MAY 14, 2021",NOP @ GSW,L,23,6
132,DidiLouzada,NOP,,G,6-5,188 lbs,Sydney Kings,Brazil,https://www.nba.com/player/1629712/didi-louzada,"MAY 12, 2021",NOP @ DAL,L,15,2
133,KevinLove,CLE,0.0,F-C,6-8,251 lbs,UCLA,USA,https://www.nba.com/player/201567/kevin-love,"MAY 12, 2021",CLE vs. BOS,W,34,30
134,KevinLove,CLE,0.0,F-C,6-8,251 lbs,UCLA,USA,https://www.nba.com/player/201567/kevin-love,"MAY 09, 2021",CLE vs. DAL,L,27,8
135,KevinLove,CLE,0.0,F-C,6-8,251 lbs,UCLA,USA,https://www.nba.com/player/201567/kevin-love,"MAY 05, 2021",CLE vs. POR,L,26,18
136,KevinLove,CLE,0.0,F-C,6-8,251 lbs,UCLA,USA,https://www.nba.com/player/201567/kevin-love,"MAY 04, 2021",CLE vs. PHX,L,34,7
137,KevinLove,CLE,0.0,F-C,6-8,251 lbs,UCLA,USA,https://www.nba.com/player/201567/kevin-love,"MAY 01, 2021",CLE vs. MIA,L,29,25
138,KyleLowry,MIA,7.0,G,6-0,196 lbs,Villanova,USA,https://www.nba.com/player/200768/kyle-lowry,"MAY 02, 2021",TOR @ LAL,W,41,37
139,KyleLowry,MIA,7.0,G,6-0,196 lbs,Villanova,USA,https://www.nba.com/player/200768/kyle-lowry,"APR 29, 2021",TOR @ DEN,L,34,20
140,KyleLowry,MIA,7.0,G,6-0,196 lbs,Villanova,USA,https://www.nba.com/player/200768/kyle-lowry,"APR 27, 2021",TOR vs. BKN,L,37,24
141,KyleLowry,MIA,7.0,G,6-0,196 lbs,Villanova,USA,https://www.nba.com/player/200768/kyle-lowry,"APR 26, 2021",TOR vs. CLE,W,34,9
142,KyleLowry,MIA,7.0,G,6-0,196 lbs,Villanova,USA,https://www.nba.com/player/200768/kyle-lowry,"APR 24, 2021",TOR @ NYK,L,36,4
143,TimotheLuwawu-Cabarrot,BKN,9.0,G-F,6-7,220 lbs,Mega Basket,France,https://www.nba.com/player/1627789/timothe-luwawu-cabarrot,"JUN 17, 2021",BKN @ MIL,L,5,2
144,TimotheLuwawu-Cabarrot,BKN,9.0,G-F,6-7,220 lbs,Mega Basket,France,https://www.nba.com/player/1627789/timothe-luwawu-cabarrot,"JUN 13, 2021",BKN @ MIL,L,4,3
145,TimotheLuwawu-Cabarrot,BKN,9.0,G-F,6-7,220 lbs,Mega Basket,France,https://www.nba.com/player/1627789/timothe-luwawu-cabarrot,"JUN 07, 2021",BKN vs. MIL,W,8,3
146,TimotheLuwawu-Cabarrot,BKN,9.0,G-F,6-7,220 lbs,Mega Basket,France,https://www.nba.com/player/1627789/timothe-luwawu-cabarrot,"JUN 05, 2021",BKN vs. MIL,W,1,0
147,TimotheLuwawu-Cabarrot,BKN,9.0,G-F,6-7,220 lbs,Mega Basket,France,https://www.nba.com/player/1627789/timothe-luwawu-cabarrot,"JUN 01, 2021",BKN vs. BOS,W,1,0
148,TreyLyles,DET,41.0,F,6-9,234 lbs,Kentucky,Canada,https://www.nba.com/player/1626168/trey-lyles,"MAR 24, 2021",SAS vs. LAC,L,13,4
149,TreyLyles,DET,41.0,F,6-9,234 lbs,Kentucky,Canada,https://www.nba.com/player/1626168/trey-lyles,"MAR 14, 2021",SAS @ PHI,L,14,0
150,TreyLyles,DET,41.0,F,6-9,234 lbs,Kentucky,Canada,https://www.nba.com/player/1626168/trey-lyles,"MAR 12, 2021",SAS vs. ORL,W,12,1
151,TreyLyles,DET,41.0,F,6-9,234 lbs,Kentucky,Canada,https://www.nba.com/player/1626168/trey-lyles,"MAR 10, 2021",SAS @ DAL,L,7,0
152,TreyLyles,DET,41.0,F,6-9,234 lbs,Kentucky,Canada,https://www.nba.com/player/1626168/trey-lyles,"MAR 04, 2021",SAS vs. OKC,L,27,15
153,TheoMaledon,OKC,11.0,G,6-4,175 lbs,Asvel,France,https://www.nba.com/player/1630177/theo-maledon,"MAY 16, 2021",OKC vs. LAC,W,13,3
154,TheoMaledon,OKC,11.0,G,6-4,175 lbs,Asvel,France,https://www.nba.com/player/1630177/theo-maledon,"MAY 14, 2021",OKC vs. UTA,L,32,18
155,TheoMaledon,OKC,11.0,G,6-4,175 lbs,Asvel,France,https://www.nba.com/player/1630177/theo-maledon,"MAY 09, 2021",OKC @ SAC,L,25,13
156,TheoMaledon,OKC,11.0,G,6-4,175 lbs,Asvel,France,https://www.nba.com/player/1630177/theo-maledon,"MAY 08, 2021",OKC @ GSW,L,23,10
157,TheoMaledon,OKC,11.0,G,6-4,175 lbs,Asvel,France,https://www.nba.com/player/1630177/theo-maledon,"MAY 06, 2021",OKC @ GSW,L,30,15
158,SandroMamukelashvili,MIL,,F-C,6-9,240 lbs,Seton Hall,Georgia,https://www.nba.com/player/1630572/sandro-mamukelashvili,No data,No data,No data,No data,No data
159,SandroMamukelashvili,MIL,,F-C,6-9,240 lbs,Seton Hall,Georgia,https://www.nba.com/player/1630572/sandro-mamukelashvili,No data,No data,No data,No data,No data
160,SandroMamukelashvili,MIL,,F-C,6-9,240 lbs,Seton Hall,Georgia,https://www.nba.com/player/1630572/sandro-mamukelashvili,No data,No data,No data,No data,No data
161,SandroMamukelashvili,MIL,,F-C,6-9,240 lbs,Seton Hall,Georgia,https://www.nba.com/player/1630572/sandro-mamukelashvili,No data,No data,No data,No data,No data
162,SandroMamukelashvili,MIL,,F-C,6-9,240 lbs,Seton Hall,Georgia,https://www.nba.com/player/1630572/sandro-mamukelashvili,No data,No data,No data,No data,No data
163,TeranceMann,LAC,14.0,G-F,6-5,215 lbs,Florida State,USA,https://www.nba.com/player/1629611/terance-mann,"JUN 30, 2021",LAC vs. PHX,L,29,5
